structure_id,bridge_no,latitude,longitude
0007675A,5/532.5,47.548333,122.3116667
0007990A,5/532W,47.53527744,122.2972497
0007734A,5/533.5W,47.55166666,122.3170827
0007882A,5/533A,47.54842466,122.3177216
0007734D,5/533E-N,47.54911077,122.3138611
0007734E,5/533S-E,47.55066666,122.3161667
0007930B,5/534A,47.551,122.320416
0007734B,5/534E,47.55327222,122.3176077
0007930A,5/534N-W,47.55266666,122.3181104
0007930C,5/534S-W,47.55370277,122.3187993
0007734C,5/534W,47.55323055,122.318091
0007816A,5/535E,47.56055555,122.3212771
0007816B,5/535W,47.56136111,122.3220549
0007741A,5/536E,47.570716,122.3199854
0007741O,5/536E-S,47.57108266,122.3239993
0007741F,5/536N-E,47.57070211,122.3196493
0007741G,5/536N-W,47.56975766,122.3197938
0007741B,5/536W,47.57085766,122.3202438
0007741L,5/537E-E,47.57133266,122.3237493
0007741J,5/537E-N,47.57177711,122.3203049
0007741N,5/537E-S,47.57111044,122.3222493
0007741R,5/537N,47.57322155,122.3159444
0007741H,5/537N-W,47.571166,122.3207438
0007741T,5/537S,47.57147155,122.326166
0007741M,5/537W-S,47.57254933,122.3196549
0007741S,5/537W-W,47.57153266,122.324341
0007741C,5/538E,47.57417433,122.3197938
0007741K,5/538E-N,47.57438822,122.3194993
0007741P,5/538S-E,47.57427988,122.3201743
0007741Q,5/538S-W,47.57408266,122.3203327
0007741I,5/538W-N,47.57380488,122.3191382
0007686B,5/539.5,47.58611077,122.3222216
0007741E,5/539E,47.57608266,122.3196104
0007686C,5/539NCD,47.58877744,122.320166
0007686A,5/539S-W,47.57874933,122.3194993
0007686D,5/539SCD,47.59108022,122.3214493
0007741D,5/539W,47.57280211,122.3201049
0007565A,5/540N-W,47.59086077,122.3208049
0007565K,5/540S-W,47.59327744,122.3216104
0007565N,5/541S-W,47.59455522,122.3211382
0007565F,5/542E,47.59552744,122.3202771
0007565M,5/542E-N,47.59461077,122.3188327
0007565I,5/542NCD,47.59552744,122.3197493
0007565E,5/542S-E,47.59612188,122.3207743
0007565J,5/542SCD,47.59552744,122.3209716
0007565G,5/542W,47.59552744,122.3205271
0007504A,5/543E,47.59811077,122.3207771
0007504C,5/543NCD,47.59811077,122.320416
0007504D,5/543SCD,47.598083,122.3214716
0007504B,5/543W,47.59819411,122.319916
0007504E,5/544,47.60169444,122.3256382
0007110A,5/545E,47.60419444,122.3272493
0007110I,5/545N-E,47.60430833,122.326941
0007110H,5/545N-W,47.60641666,122.3293049
0007110F,5/545NCD,47.60426388,122.3270771
0007110K,5/545R,47.60413888,122.3273882
0007110G,5/545SCD,47.60370833,122.3274077
0007110B,5/545W,47.60377777,122.3272493
0007110C,5/546,47.60705555,122.3306382
0007110L,5/546REN,47.60458055,122.3298021
0007110D,5/547,47.60780555,122.3312493
0007110J,5/547E-S,47.60766666,122.3311938
0007110E,5/548,47.60872222,122.3313604
0009668A,5/548PN,47.60833333,122.3299993
0009839A,5/548PS,47.60833333,122.3299993
0009839B,5/548PW,47.60833333,122.3299993
0007409A,5/549,47.61062777,122.3308938
000000PJ,5/549CNC,47.60944444,122.3318327
0007409B,5/549E-N,47.60952777,122.331666
0007409C,5/550,47.61250833,122.3310549
0007409D,5/551,47.61416666,122.3305549
0006635A,5/552,47.61594444,122.3296104
0006635B,5/553,47.61845211,122.3293021
0006635C,5/553E-S,47.61722433,122.3293188
0006635D,5/553R,47.61833266,122.3283327
0006635E,5/553REN,47.61779933,122.3291104
0006800E,5/555E-S,47.62519377,122.3294466
0006800D,5/555N-W,47.62305211,122.328341
0006653A,5/555S-W,47.622916,122.328666
0008195A,5/556N-W,47.62544377,122.3301938
0006800B,5/562E,47.626416,122.328166
0006800C,5/564,47.62833266,122.326666
0006800G,5/564A,47.62585488,122.3292438
0006800H,5/564RSW,47.62952433,122.3275021
0006303A,5/566E,47.63211044,122.3241938
0006303C,5/566E-S,47.636833,122.3235271
0006303B,5/566N-E,47.63324933,122.3234716
0006303D,5/566R,47.63177711,122.3248049
0006800F,5/566S-W,47.62947155,122.3277771
0006800A,5/566W,47.621666,122.326666
0006470B,5/568S-E,47.64345522,122.3229993
0006470A,5/569,47.64319133,122.323366
0006080A,5/570,47.64694411,122.3223882
0006085A,5/570RNE,47.65677777,122.321941
0006111A,5/572,47.66133333,122.3226382
0006304A,5/573N-N,47.6625,122.3211382
0006304B,5/573S-S,47.663,122.3224993
0006111B,5/574,47.66497222,122.3225271
0006304C,5/577E-S,47.67427711,122.3211938
0006286A,5/578E,47.67388822,122.320916
0006286C,5/578R,47.67397155,122.3211382
0006286B,5/578W,47.67433266,122.3214438
00200411,5/579,47.67499933,122.3229438
0006911A,5/580,47.67980488,122.3213327
0006911B,5/580N-N,47.67944377,122.3202771
0006911C,5/580RNE,47.68052711,122.3209438
0007156A,5/582,47.68366633,122.322916
0007156B,5/583,47.68666633,122.3259716
0007156E,5/584E-S,47.69011077,122.3297216
0007156D,5/584N-W,47.68991633,122.3285271
0007156C,5/585,47.69594411,122.3299716
0007156F,5/587E,47.70180833,122.3293021
0012197A,5/588E,47.70827777,122.3297493
0014539A,5/588N-N,47.70841388,122.3294382
0007156I,5/588SCD,47.70841666,122.3303882
0012197B,5/588W,47.70841666,122.3301354
0007270A,5/589,47.71394444,122.3275827
0007270B,5/590,47.72313822,122.3248327
0007270C,5/593E,47.740983,122.3287604
0007270D,5/593W,47.740958,122.3290243
0013302A,5/594,47.74702744,122.3295271
0007299A,5/595E,47.75575,122.3294993
0007299B,5/595W,47.75575,122.3298049
0007299C,5/596,47.76325,122.3243049
0007299D,5/598P,47.77024933,122.321666
0007071A,5/599E,47.77738822,122.3177493
0007071C,5/599NCD,47.77736044,122.3174993
0014326C,5/599SCD,47.77738822,122.3183327
0007071B,5/599W,47.77738822,122.3180549
0011193E,5/6.5F,45.632416,122.6637778
0014326A,5/601N-E,47.78272155,122.3161944
0014326B,5/601SCD,47.78399966,122.3174438
0007227A,5/602,47.78488855,122.3170271
0017649A,5/602P,47.78638855,122.3158333
0007071D,5/603,47.79205522,122.3165556
0012790A,5/605,47.79949966,122.3152778
0007071G,5/607E,47.80633333,122.3061667
0007071F,5/607W,47.80633333,122.3069167
0007227B,5/608E,47.80777777,122.3034722
0007227C,5/608W,47.80819444,122.3034722
0016469A,5/609.5,47.81378611,122.2948358
0007118A,5/609E,47.8135,122.2926941
0016469B,5/609HOV,47.81371666,122.292758
0007118B,5/609W,47.81397222,122.2926941
00200418,5/610P,47.82138822,122.2794438
00000KMA,5/611,47.82702711,122.2689716
0007134A,5/612E,47.83094377,122.2624167
0011598C,5/612W,47.83202711,122.2627778
0011598D,5/613,47.83463855,122.2623056
0011561A,5/615,47.849833,122.2581389
0016859A,5/616,47.85327777,122.2562778
0017025A,5/618P,47.88566633,122.2289438
0017163B,5/620E,47.89641633,122.2154167
0017163A,5/620W,47.89641633,122.2169438
0008707A,5/622N-W,47.91613888,122.2063333
0007116A,5/622S-S,47.91677155,122.2084778
0008707B,5/623S-W,47.92097155,122.2076389
0007889A,5/624,47.929916,122.1985552
0016991D,5/626.5A,47.94947188,122.1934997
0003842A,5/626E,47.94825522,122.1984524
0008132A,5/626W,47.94834688,122.1989997
0016991A,5/628N-N,47.95872222,122.199083
0016991C,5/628W,47.9595,122.1999441
0003842B,5/629A,47.96127222,122.2007056
0016991L,5/630,47.96413888,122.1994719
0008132I,5/630A,47.96444444,122.2013333
0008132E,5/631E,47.96630555,122.1986941
0008132F,5/631W,47.966666,122.1992219
0008132G,5/632E,47.96869377,122.1971386
0008132H,5/632W,47.96908266,122.1970274
0008090A,5/633E,47.96969377,122.1956108
0008090B,5/633W,47.96983266,122.195833
0007888C,5/635E,47.97661044,122.1904163
0007888D,5/635W,47.97661044,122.1906886
0007888E,5/636E,47.97888822,122.1895274
0007888I,5/636N-E,47.97886044,122.1894163
0007888F,5/636W,47.97888822,122.1900274
0008085C,5/638E,47.98083266,122.1872219
0008085D,5/638W,47.98083266,122.1884997
0007888G,5/640E,47.98161044,122.1867497
0007888H,5/640W,47.98159933,122.1871052
0008085F,5/642,47.98688855,122.1834163
0008256A,5/645E,47.991833,122.1813604
0008256B,5/645W,47.99197188,122.1814438
0008226A,5/646,48.00752777,122.1748049
0008226B,5/647E,48.02313822,122.1755271
0008226C,5/647W,48.02313822,122.1757771
0008226D,5/648E,48.03499966,122.1778604
0008226E,5/648W,48.03494411,122.1779716
0008372A,5/649E,48.04013855,122.1789993
0008372B,5/649W,48.03999966,122.179166
0008400A,5/650E,48.04330522,122.1805271
0004196A,5/650W,48.04338855,122.1808604
0008753A,5/651E,48.05175,122.1844163
0004178A,5/651W,48.05188611,122.1847524
0004352A,5/653E,48.06466666,122.1847774
0008753B,5/653W,48.06511111,122.1850552
0014655A,5/654,48.075691,122.1852969
0014655B,5/654A,48.07558266,122.1794438
0008941A,5/655,48.09761077,122.1847219
0008941B,5/656,48.1,122.1849997
00200507,5/656,48.1,122.1849997
0008632A,5/657,48.11844377,122.185583
0008632B,5/658E,48.12380488,122.1851108
0008632C,5/658W,48.12433266,122.1854163
0008631A,5/662,48.17658266,122.1938886
0008631B,5/663E,48.17919377,122.1949163
0005440A,5/663W,48.17927711,122.1952497
0008791A,5/670E,48.19641633,122.2094722
0001652A,5/670W,48.19739688,122.2104778
0009130A,5/671,48.20986111,122.2165833
0009130B,5/672E,48.21425,122.2172493
0004736B,5/672W,48.21333333,122.2183327
0005423A,5/673E,48.23863855,122.2406386
0008879A,5/673W,48.23863855,122.2413052
0005423B,5/674E,48.26772155,122.2683882
0008879B,5/674W,48.26736044,122.2692493
0008879C,5/675E,48.28738855,122.2914441
0005422A,5/675W,48.28730522,122.2919441
0011193B,5/6E,45.63133266,122.665
0011193D,5/6F,45.63124933,122.6645833
0011193C,5/6W,45.63138822,122.6651944
0009260A,5/701,48.30770833,122.31585
0018840B,5/701.7W,48.318916,122.3263327
0008650A,5/702E,48.323416,122.3286382
0005422B,5/702W,48.32319377,122.3290271
0009392B,5/703.5C,48.38099377,122.3354247
0008650C,5/703C,48.34499966,122.3352774
0009392A,5/704,48.38294377,122.3339441
0009563A,5/706,48.39947188,122.3305216
0004535A,5/707,48.40658333,122.3313327
0004563A,5/708,48.41730488,122.3328049
0016793A,5/709,48.42074933,122.3359163
0004768A,5/710,48.42549933,122.3378886
0004795A,5/711,48.43572188,122.341083
0004794A,5/712,48.44330522,122.3410274
0009547A,5/712.5,48.45216944,122.3416913
0004795B,5/713E,48.45880555,122.3413886
0004795C,5/713W,48.45880555,122.3416108
0004833A,5/714,48.47049933,122.3419719
0017484B,5/714S-E,48.46777711,122.3441663
0007216A,5/716E,48.493083,122.3353608
0007216B,5/716W,48.493083,122.3356386
0007127A,5/717,48.50775,122.3396108
0007124A,5/718E,48.51444444,122.3430552
0007124B,5/718W,48.51466666,122.3434997
0007216C,5/719E,48.51883266,122.3456941
0007216D,5/719W,48.51896322,122.3460774
0007141A,5/720E,48.52408266,122.3488052
0007141B,5/720W,48.52399933,122.3490274
0007086A,5/722,48.55763888,122.3503611
0007260A,5/724E,48.60930555,122.3477774
0007260B,5/724W,48.60890833,122.3479219
0007260C,5/725,48.62155488,122.3570833
0007260D,5/726E,48.64136077,122.36275
0007260E,5/726W,48.64141633,122.3632222
0011193F,5/7E,45.63435522,122.6630722
0011193H,5/7F,45.63424966,122.66275
0011193G,5/7W,45.63437744,122.6632639
0011978A,5/8,45.63869411,122.6625278
0007260F,5/801E,48.648333,122.3655556
0007260G,5/801W,48.64822188,122.3660833
0006928A,5/803,48.68755522,122.3991663
0006928B,5/806E,48.71369444,122.4745271
0006928C,5/806W,48.71388888,122.4748049
0TA0946A,5/807,48.73237988,122.4691049
0005790A,5/809E,48.74486077,122.4661389
0005790B,5/809W,48.74486077,122.4663889
0005463A,5/810E,48.75241666,122.4628
0005463B,5/810W,48.7526,122.46285
0005525A,5/811E,48.75383333,122.4621389
0005525B,5/811W,48.75435833,122.4623194
0005468A,5/812,48.75627777,122.4616861
0005642A,5/813,48.7576,122.4614833
0005663A,5/814,48.76313888,122.4621111
0006175A,5/817P,48.76805488,122.4622778
0005666A,5/820E,48.77761044,122.4700271
0005666B,5/820W,48.77830488,122.471416
0005620A,5/822E,48.78280488,122.4856386
000000AB,5/822N-E,48.78299933,122.4858886
0005620B,5/822W,48.78263822,122.4856386
0005704A,5/824E,48.78499966,122.5016667
0005704B,5/824W,48.78386077,122.5026111
0009530A,5/825,48.78816633,122.5164722
0009268B,5/825.2,48.817166,122.5488413
0009375A,5/825.5W,48.830666,122.5615556
0009530B,5/825N-N,48.78902744,122.5188882
0009268A,5/826,48.83399966,122.5651389
0008302A,5/827,48.84680522,122.5763882
0004856A,5/828E,48.85277777,122.5816104
0008655A,5/828W,48.85266666,122.5818327
0006926A,5/829E,48.85783333,122.5864719
0006926B,5/829W,48.85766666,122.5866941
0006568A,5/830,48.88324933,122.5892497
0006857B,5/833,48.92336044,122.6394441
0006926C,5/834,48.935333,122.6625556
0006926D,5/835,48.94899966,122.6839441
0006570A,5/836E,48.97172155,122.7191938
0006570B,5/836W,48.97161044,122.7193882
0006926E,5/837N-W,48.97524933,122.7231104
0007057A,5/838,48.97922155,122.7290827
0006851A,5/840,48.98999966,122.7416663
0006851B,5/841,48.99402744,122.7460552
0007057B,5/842E,48.99769688,122.7517778
0007057C,5/842W,48.99741633,122.7520278
00200401,5/899,48.99930522,122.7535833
0010694A,5/9,45.64222188,122.6623889
0004552A,6/10,46.58205488,123.6186938
0001351A,6/101,46.55222222,123.3513611
0018572A,6/102,46.55247222,123.3304438
0018572B,6/103,46.55277777,123.3208327
0001558A,6/105,46.56947155,123.3043889
0001490A,6/108,46.59572188,123.2793049
0002340A,6/11,46.55575833,123.6113889
0001147A,6/112.25,46.63169377,123.2005
0001046A,6/113.25,46.6095,123.1714993
0017587A,6/115,46.60252777,123.1249438
0008757A,6/118,46.62713822,123.0615278
0000538A,6/119,46.63416633,123.0396108
0002340B,6/12,46.55822222,123.5969163
0002538B,6/123,46.65763888,122.9859719
0011430B,6/124,46.66033333,122.9788604
0010134A,6/124E-S,46.65913888,122.978666
0005493A,6/13,46.56083333,123.5606111
0002340C,6/14,46.55986111,123.5508611
000000HM,6/15.25,46.55369444,123.5342219
0007013A,6/16,46.54330522,123.5118889
0003775A,6/20,46.54802744,123.4510278
0000607A,6/21,46.55022222,123.4130556
0001229A,6/22,46.546583,123.3861941
0003251A,6/4,46.663,123.6902497
000000DW,6/5.25,46.65086111,123.6758049
0018464A,6/8,46.61236111,123.6404997
0002442A,7/10,46.58838855,122.242583
0003404A,7/105,46.85597222,122.3029444
0000572A,7/107,46.86333333,122.3416663
0000572B,7/108,46.86455555,122.3458608
0002315A,7/11.25,46.59649966,122.2358608
000000GI,7/111.25,46.91166666,122.355
0003222A,7/113,46.94877744,122.3574444
0018444A,7/115,47.007775,122.3675799
0003470A,7/119,47.13705522,122.4346108
0001528A,7/12,46.60483333,122.2331938
0007024A,7/122,47.15805555,122.4342219
0008006A,7/130,47.22277711,122.4263882
0007505D,7/132N-N,47.22986044,122.4286104
0007326E,7/133N-N,47.23274933,122.4329993
0001233A,7/16.25,46.66663888,122.198083
0003072A,7/24,46.75875,122.1930552
0004348A,7/25,46.76194444,122.1921663
0002910A,7/9,46.57849933,122.2508611
000000JY,7/9.25,46.58083266,122.2495552
0005738B,8/104N,47.056575,123.0126139
0005738A,8/104S,47.05652777,123.0130583
0006705D,8/10N,47.03999966,123.321666
0006705C,8/10S,47.04113855,123.3213882
0006665A,8/13.25,47.04866633,123.3061944
0006665B,8/14,47.05498055,123.276166
0016399A,8/15,47.04494411,123.2630694
0006296A,8/18A,47.053475,123.2089
0006705B,8/7N,47.01230555,123.3666389
0006705A,8/7S,47.01208333,123.3667493
0014810A,9/101,47.78219377,122.1449441
0016994A,9/102.25,47.79913855,122.1433608
0006347A,9/117,47.9055,122.1090278
0005727A,9/118,47.90975,122.1087778
0007157B,9/119,47.91565555,122.1085778
0007157C,9/121,47.93111044,122.1051667
0007157A,9/122,47.93283266,122.1024444
0003999A,9/124.25,47.94666633,122.1011111
0011399A,9/124.7,47.95175,122.1014
00200402,9/125,47.97738822,122.1026944
0005492A,9/128,48.07980488,122.1114444
0016347A,9/129.25,48.18308266,122.1287771
0006412A,9/130,48.18999966,122.1283327
0015305A,9/132,48.20361666,122.1294493
0017267A,9/133,48.21713822,122.1368608
0018363B,9/133.75,48.26217222,122.1670604
0018363A,9/134,48.26470277,122.1658111
0018720A,9/203,48.33710244,122.2083833
0007851A,9/204,48.34424966,122.2059444
0004328A,9/205,48.35575,122.2035278
0004281A,9/208,48.39988855,122.2383052
000000GJ,9/210,48.430666,122.26425
0009055A,9/211,48.445833,122.2527778
0005773A,9/215,48.48352744,122.2429997
0006000A,9/216,48.48819411,122.2452219
0006000B,9/217,48.49661077,122.2471108
0003349A,9/222,48.59977744,122.231916
0003349B,9/223,48.60175833,122.2327688
0018397A,9/301.25,48.65266666,122.2128611
0013566A,9/302C,48.65972222,122.2127778
0013111A,9/305,48.71947155,122.2034167
0003011A,9/306,48.72444377,122.2033056
0004281B,9/308,48.77177711,122.2016667
0004281C,9/309,48.772416,122.2016389
0004281D,9/310,48.77919377,122.2000556
0004328B,9/311,48.78186044,122.194833
0004542A,9/315,48.80877777,122.1996386
0003011B,9/351,48.84366633,122.288833
0003078A,9/352,48.84972188,122.288333
000000MY,9/354.25,48.88155488,122.3097222
0017078A,9/355.25,48.98108266,122.2688604
0017078B,9/356.25,48.985583,122.267166
0006578A,9/360,48.99666633,122.265
0001403A,10/142,47.16847155,120.8337774
0002222A,10/143,47.16554166,120.8180604
0001403B,10/145,47.12444377,120.7381108
0003180A,10/146,47.12438822,120.7362219
000000HZ,10/148.25,47.09780522,120.690333
0001459A,10/149.25,47.06333333,120.648333
0001367A,10/151,47.038083,120.61625
0001367B,10/152,47.03647188,120.6136944
0006011A,11/1,48.48522188,122.337583
0000453A,11/10,48.63374966,122.4723049
0001620A,11/102,48.71625,122.5022222
0018436A,11/104,48.71591111,122.4927024
0006011B,11/11,48.63611077,122.4749993
0000584A,11/2,48.49327744,122.3469441
0000397A,11/4,48.516916,122.3787493
0016812A,11/6.25,48.56513055,122.4221299
0001496A,11/7,48.59805522,122.4222493
0000825A,11/8,48.61777711,122.4397219
0015597A,11/8.3,48.62388822,122.4516667
0015597B,11/8.5,48.62388822,122.4516667
0003732A,11/9,48.62999933,122.4677771
0012104A,12/102,46.826641,123.1524944
0015666A,12/104C,46.825766,123.1388136
0001000A,12/106,46.82518544,123.1297243
0001000B,12/108,46.82277155,123.1067083
0001000C,12/111,46.81652222,123.0673327
0007406A,12/114,46.80263888,123.0426663
0017998A,12/117,46.80264444,123.0089139
0017998B,12/118,46.80268888,123.0075583
0002311A,12/12N,46.97713822,123.8108889
000000LM,12/12S,46.97597155,123.8120556
0001679A,12/15,46.978241,123.7913886
0005678A,12/221,46.54666633,122.8749993
00200092,12/223.25,46.54499966,122.8233327
0005510A,12/224.25,46.53816633,122.7739993
0000446A,12/226,46.53219377,122.7398886
0002328A,12/230,46.533333,122.616666
0016540A,12/232C,46.51646666,122.5815327
0006542A,12/234,46.51544444,122.5678049
0002329A,12/236,46.53431633,122.5395136
00200093,12/237.25,46.53294377,122.4939997
0008154A,12/238,46.53847188,122.4688604
0007973A,12/240,46.54199966,122.4388608
0007973B,12/241,46.54036077,122.4343608
0007952A,12/245,46.5541,122.2927774
0004087A,12/249,46.54924966,122.2687216
00200094,12/249.25,46.547333,122.2658333
0001949A,12/25,46.97658266,123.6439441
0007772A,12/251,46.50845,122.1972136
0000858A,12/254,46.53762466,122.112575
0005609A,12/255,46.53899966,122.102
0007463A,12/256,46.541533,122.093833
0010567A,12/257.25,46.54613855,122.0808049
0000961A,12/258,46.54289966,122.0479163
0000961C,12/259.25,46.53816633,121.9834163
0014251A,12/260.25,46.54652744,121.9718049
0005378A,12/261,46.53416633,121.9242771
0005544A,12/262,46.53399966,121.9047222
0005544B,12/263,46.53352744,121.8416108
0005378B,12/264,46.53488855,121.8153056
0003348A,12/265,46.535083,121.7952219
0005889A,12/266,46.53416633,121.7883886
00200058,12/266.75,46.53361077,121.7827771
0005889B,12/267,46.53361077,121.779416
00200380,12/267.75,46.53416633,121.7761104
0015677A,12/269.25,46.56502777,121.7120278
0006681A,12/271,46.56844377,121.7051667
0006681B,12/272,46.571666,121.698333
0000952A,12/273,46.57911044,121.6884719
0007117A,12/276,46.633333,121.6424997
0001287A,12/278,46.64869411,121.6135556
0013795A,12/28,46.97519377,123.6216938
0009153A,12/280,46.66999933,121.5876941
0009138A,12/282,46.678166,121.5758049
0012115A,12/284,46.69227744,121.5590833
0014737A,12/287,46.67761044,121.5266382
0008416A,12/288,46.67154933,121.5026028
0003636A,12/289,46.66246666,121.4810327
0014473A,12/301.25,46.64202744,121.383166
000000LE,12/302.25,46.64319411,121.3803882
000000LF,12/303.25,46.64902744,121.3754993
0003105A,12/304,46.65616666,121.3553611
0002513A,12/306,46.64524966,121.2508889
0002138A,12/308,46.65563888,121.1312216
0002219A,12/309,46.66525,121.1251382
0013754A,12/310C,46.67297155,121.0848608
0017743A,12/316,46.69263577,120.9221188
0017743B,12/317,46.69499966,120.9133333
0014234A,12/319C,46.72499933,120.8116667
0008172B,12/31N,46.97332155,123.6124528
0008172A,12/31S,46.973666,123.6148889
0014917A,12/320,46.74605522,120.7884997
00200032,12/321C,46.74836077,120.7774716
0001843A,12/323N,46.69611077,120.6544444
0008604A,12/323S,46.69611077,120.6544444
0008604B,12/324.25,46.695233,120.6538333
0005742A,12/328N,46.63222155,120.5865552
0007874A,12/328S,46.63219377,120.5868608
0001603A,12/329,46.62777711,120.5772216
0008709C,12/330.25,46.62194377,120.5643333
0008709E,12/330E-E,46.62174933,120.56425
0008709D,12/330W-W,46.62258266,120.5646944
0008709A,12/331N,46.62238822,120.5650833
0008709B,12/331S,46.62222155,120.5641667
0008846B,12/342N,46.62319377,120.5608889
0008846A,12/342S,46.62294377,120.5608611
0008846C,12/344,46.624166,120.531666
0008846E,12/346N,46.62623822,120.5202854
0008846D,12/346S,46.626041,120.5202799
0008616B,12/348N,46.62622155,120.5123333
0008616A,12/348S,46.62602711,120.5123333
0008374B,12/34N,46.97548266,123.6009667
0008374A,12/34S,46.97548266,123.6009667
0008616C,12/350,46.62638544,120.5086944
0013670A,12/47.25,46.97933266,123.5798882
00200449,12/47.75,46.98286044,123.5623083
0007612B,12/48N,46.99666633,123.5002778
0007612A,12/48S,46.99730522,123.5026111
0007612D,12/49N,46.99877744,123.4981663
0007612C,12/49S,46.998583,123.4982497
0014916A,12/502,46.23927744,119.05725
0007612F,12/50N,46.998333,123.4966663
0007612E,12/50S,46.999083,123.4963052
0003762A,12/512N,46.217666,119.0249438
0012800A,12/512S,46.21733266,119.0253049
0007612H,12/51N,46.999833,123.4927219
0007612G,12/51S,46.99955522,123.4933052
0007786B,12/53N,46.99911911,123.471066
0007786A,12/53S,46.998908,123.4710799
0009337A,12/57,47.00055555,123.4031111
0007327B,12/59N,47.00302777,123.3954441
0007327A,12/59S,47.00283333,123.395333
0016449A,12/603,46.1645,118.948333
0009781A,12/606N,46.10663888,118.9152778
0017082A,12/606S,46.10641666,118.9154444
0011840A,12/609,46.06983266,118.9080278
0007106B,12/60N,47.00519444,123.3881386
0007106A,12/60S,47.00505555,123.3880274
0002236A,12/61,47.00411111,123.3868052
000000MH,12/610,46.06827711,118.9080278
000000MI,12/612,46.06061111,118.9093889
0010557A,12/616,46.06597222,118.8360274
0000302A,12/619,46.07222155,118.7861108
0001724B,12/620,46.07124933,118.7813882
0002241A,12/624,46.04147188,118.6844719
0002241D,12/630,46.05280555,118.6156111
0002241E,12/631,46.05308333,118.6119444
0006551A,12/633,46.05680555,118.5909163
0017474A,12/639N,46.06977711,118.3694716
0017474B,12/639S,46.06974933,118.3694716
0002236B,12/64,46.95669444,123.3272493
0009110A,12/640,46.06952711,118.3566667
0009110B,12/642,46.06977711,118.3537222
0009110C,12/643,46.06994377,118.3516111
0008906A,12/645,46.07211044,118.3445552
0008855A,12/647,46.07677155,118.3380024
0008855B,12/650,46.08188822,118.3100278
0008855C,12/652,46.08388855,118.2841663
0008855D,12/654,46.087858,118.2611167
00200297,12/656.25,46.11822155,118.2158611
0016568A,12/657,46.12148266,118.2077
0004598A,12/659,46.13666633,118.1668882
0002236C,12/66,46.937783,123.3106944
0008527A,12/660,46.14047188,118.1540833
00200298,12/662.25,46.20633333,118.1376941
00200295,12/663.25,46.22736044,118.1374719
0016988A,12/666,46.26241666,118.1533611
0001504A,12/669,46.27013822,118.15125
00200296,12/670.25,46.27508266,118.1218882
0002236D,12/68,46.90290277,123.2912163
0001576A,12/70,46.879491,123.2715743
000000DX,12/702.25,46.28666633,118.106
00200403,12/704.25,46.288833,118.0944997
0007856A,12/706,46.28912188,118.0813271
0007436A,12/708.25,46.28999966,118.0288882
0007856B,12/710,46.31836044,117.983583
0010462A,12/712,46.32436044,117.9725271
0001687B,12/713,46.32522155,117.9726104
0001687C,12/714,46.32713822,117.9743049
0000307A,12/720,46.38113822,117.9391386
00200294,12/723.25,46.42886044,117.9465552
0008129A,12/725,46.48855522,117.9613611
0001576B,12/73,46.847933,123.2485552
00200383,12/735.25,46.50469444,117.973666
00200293,12/745.25,46.51519444,117.942083
00200292,12/750.25,46.54688855,117.8831104
0001576C,12/76,46.83012988,123.1856941
0012999A,12/78,46.82729655,123.1627778
0000422A,12/802,46.52527711,117.8266382
00200291,12/804.25,46.50761111,117.7844441
00200290,12/806.25,46.44680522,117.4469997
0007418A,12/810,46.43666633,117.3254993
0009660A,12/903,46.41186111,117.2140278
00000WLM,12/903P,46.40833333,117.2133333
0002348A,12/915,46.42029655,117.0380997
0012156E,14/1,45.62344377,122.6717216
0006929A,14/10,45.61566388,122.6132333
0001444A,14/103,45.574916,122.1949997
0001151A,14/104,45.57658266,122.1949441
0001047A,14/107,45.61324166,122.0549444
0001236A,14/109,45.62130488,122.0298882
000093CE,14/111,45.64086077,121.9827216
000120CE,14/112,45.64038855,121.9783604
000064CE,14/113,45.64144411,121.9688604
000034CE,14/115,45.65155555,121.9230549
0002355A,14/118,45.68999966,121.888333
0008598A,14/12,45.61086111,122.5856469
0012630A,14/122,45.71611111,121.792333
0014259A,14/126,45.71146388,121.6491386
0002051A,14/128,45.71105555,121.6246382
0002051B,14/129,45.71469444,121.6191104
0009485A,14/13,45.60577777,122.5614167
0002051C,14/130,45.71784933,121.6108167
0002042A,14/131,45.718591,121.6086806
0002058A,14/132,45.72069377,121.6014167
0002042B,14/133,45.72022155,121.5981386
0002042C,14/134,45.72011044,121.5853608
0001915A,14/137,45.72463822,121.5581667
0009857A,14/14E-N,45.60469444,122.5564444
0014461A,14/15,45.59181355,122.5041833
0005044A,14/18,45.58730522,122.4859163
0012156F,14/1W-N,45.62377711,122.6696382
0016115A,14/20,45.58480522,122.4738049
0008842A,14/201,45.72872155,121.5223049
0015470A,14/205.25,45.71869377,121.4739993
0001727A,14/212,45.69694411,121.2917774
0001735A,14/215,45.68999966,121.2749993
0001735B,14/216,45.68736077,121.2742216
0007595A,14/22,45.580916,122.4298604
0001492A,14/221,45.64852744,121.1048056
0001492B,14/222,45.64893577,121.1031056
00200140,14/225.25,45.66425,120.9924997
0007595B,14/23,45.58038822,122.4285271
0006790B,14/230.25,45.709,120.782466
0006790A,14/240,45.70333333,120.4614444
0006790C,14/245.25,45.72062711,120.31645
0006790D,14/245.75,45.723216,120.3142667
0005849A,14/247,45.75,120.2
00200051,14/248C,45.78999966,120.0849997
0007138A,14/25,45.57774933,122.4233327
000000OD,14/250,45.835833,119.9294438
0018105A,14/27N,45.57718822,122.4035667
