structure_id,bridge_no,latitude,longitude
000000OC,90/10E-S,47.59255522,122.324166
0007565P,90/10EB,47.59227744,122.3262216
0007565B,90/10W-S,47.59386077,122.3198604
0007565C,90/10WB,47.59166633,122.3183327
0007565L,90/10WCD,47.59486077,122.3173049
0012659A,90/11,47.59388855,122.3200271
0018127F,90/110S,47.35708055,121.3674243
0018127D,90/111.5N,47.34044411,121.3564444
0018127C,90/111.5S,47.34048577,121.3575333
0018715B,90/111.75,47.33913855,121.3508611
0018127E,90/111.7S,47.33890522,121.3511806
00200448,90/111.8N,47.33907188,121.3507778
00200447,90/111.8S,47.33890522,121.3511806
0018715E,90/112.2N,47.32944377,121.3396663
0018715G,90/112.4N,47.32422155,121.326666
0018715K,90/112.6N,47.32074933,121.3227771
0018715C,90/112C,47.32944377,121.3396663
0005641A,90/113,47.30516666,121.3065278
0005641B,90/114,47.29716633,121.2886663
0009806B,90/117N,47.25963611,121.2101472
0009806A,90/117S,47.25763888,121.2125222
0005702A,90/118N,47.25697222,121.2031111
0009806C,90/118S,47.2565,121.203
0009806E,90/119,47.25005555,121.1899441
0013024A,90/12,47.59505522,122.31475
0005872B,90/120N,47.23999966,121.1749993
0005872A,90/120S,47.23961077,121.177666
0005872C,90/121,47.236508,121.1730827
0006883B,90/124N,47.21780488,121.1305243
0006883A,90/124S,47.21752155,121.1306299
00200019,90/125CN,47.21436111,121.1123611
0007016A,90/126N,47.21239166,121.1036417
0009428A,90/126S,47.21211944,121.1038583
0006883C,90/128N,47.20433333,121.0805271
0009428B,90/128S,47.20333333,121.0799993
0006883E,90/130N,47.19505522,121.0523056
0006883D,90/130S,47.19477744,121.0525278
0006868A,90/132N,47.18627744,121.0434719
0000267A,90/132S,47.18619411,121.0436108
0007062A,90/133,47.18336077,121.0148333
0003527A,90/134N,47.18449966,121.0048889
0006868B,90/134S,47.18422188,121.0047222
0007752A,90/135E-N,47.194333,120.9588056
0007664B,90/136N,47.19297188,120.9499441
0007664A,90/136S,47.192833,120.9503611
0007582A,90/137,47.19088855,120.936333
0007582C,90/140N,47.17999933,120.8949997
0007582B,90/140S,47.17999933,120.8966663
0007543B,90/141N,47.17544377,120.8907497
0007543A,90/141S,47.17563822,120.8913608
0007574A,90/144,47.15831944,120.8334663
0007574C,90/145N,47.15022222,120.8184716
0007574B,90/145S,47.15077777,120.819666
0007633A,90/147,47.11425,120.7909997
0007633B,90/149,47.08566355,120.7418886
00200378,90/149.1C,47.081666,120.7347219
0008155F,90/15,47.594433,122.3168216
0007724B,90/150N,47.08205488,120.7347497
0007724A,90/150S,47.081916,120.7352774
0007904B,90/152N,47.05791666,120.6765827
0007904A,90/152S,47.05747222,120.6762216
0007830A,90/153,47.05394722,120.6663083
0008010B,90/154N,47.04455522,120.6399163
0008010A,90/154S,47.04424411,120.6399108
0008036B,90/155N,47.03863855,120.6274438
0008036A,90/155S,47.03852744,120.627916
0008036D,90/156N,47.02083266,120.61
0008036C,90/156S,47.02035766,120.6101028
0008200B,90/160N,46.99086077,120.572166
0008200A,90/160S,46.99069411,120.5724716
0008200C,90/161N,46.98102711,120.5601667
0008200D,90/161S,46.98094377,120.5606389
0008200F,90/162N,46.97499933,120.5466663
0008200E,90/162S,46.97463822,120.5465552
0008200G,90/163N,46.97405488,120.5419997
0008200H,90/163S,46.97377711,120.541833
00200456,90/164.25,46.97152711,120.5286382
0008385D,90/167,46.97030488,120.4981108
00200055,90/168C,46.97055488,120.4841663
00200057,90/169.5C,46.97099933,120.4430386
00200458,90/169.65,46.97147988,120.4350552
00200459,90/169.75,46.97148544,120.4347663
00200502,90/169.85,46.97142155,120.4235021
00200056,90/169C,46.97036044,120.4730271
0014325A,90/16BP,47.58961077,122.3087778
0013190C,90/16S-E,47.59102744,122.3103333
0008386A,90/170,46.97111044,120.4133333
00200500,90/171.25,46.97215766,120.3900219
00200501,90/171.35,46.97216322,120.3897858
0008386B,90/172,46.97194377,120.3638889
0008377B,90/174N,46.95636111,120.3045
0008377A,90/174S,46.95625,120.3042222
0008377E,90/176N,46.95647222,120.2988608
0008377D,90/176S,46.95619444,120.2989997
0008241A,90/179,46.93974966,119.9896941
0008377F,90/179.25,46.94055522,119.9891663
0013725B,90/17BPN,47.59044411,122.3073889
0013725E,90/17BPS,47.59011077,122.3070556
0013725D,90/17ECD,47.59013855,122.30775
0013190A,90/17N,47.59055522,122.3080278
0013725C,90/17R,47.59019411,122.3077778
0013725F,90/17S,47.58994411,122.3075556
0013190B,90/17W-N,47.58999966,122.305
0013725A,90/17WCD,47.59042466,122.3079861
0006533A,90/180,46.94199966,119.9736938
0013725G,90/18BP,47.58974966,122.3054444
0006603A,90/201,46.94494411,119.9620556
0011975B,90/202N,47.020916,119.9449163
0011975A,90/202S,47.02063822,119.9442219
0007386A,90/204,47.071666,119.8761104
0007386C,90/206N,47.08749966,119.8563889
0007386B,90/206S,47.08736077,119.8563889
0006858B,90/208N,47.10266666,119.8297216
0006858A,90/208S,47.10247222,119.8296104
0005688A,90/210,47.10336111,119.768416
0014022A,90/212,47.10423888,119.5575167
0005688B,90/214,47.10435277,119.4494747
0005689B,90/216,47.10372222,119.345083
0006298A,90/219P,47.10369444,119.3278327
0005705B,90/220N,47.10294444,119.3236104
0005705C,90/220P,47.10166666,119.321666
0005705A,90/220S,47.10272222,119.3232493
0015898B,90/223,47.10071666,119.3064
0005490B,90/225N,47.10130555,119.3004167
0005833A,90/225S,47.10119444,119.3003889
0017071A,90/228,47.10255555,119.2783882
0013105A,90/22LID,47.59002744,122.3025278
0006093B,90/232N,47.09452744,119.194083
0006093A,90/232S,47.09436077,119.194083
0007621B,90/233N,47.09261077,119.1726104
0007621A,90/233S,47.09241911,119.1725577
0007621C,90/235,47.088333,119.1293327
0007867C,90/238,47.08597466,119.0446886
0008137B,90/239N,47.08519411,119.017166
0008137A,90/239S,47.08499966,119.0172216
0013168A,90/24.1N,47.59041633,122.288583
0013168B,90/24.1P,47.59063022,122.2879608
0012833B,90/24.5N,47.590383,122.2874969
0012833A,90/24.5R,47.59034133,122.2872386
000000KO,90/24.5S,47.58997188,122.2873052
0008137D,90/240N,47.08499966,118.9849997
0008137C,90/240S,47.08499966,118.9849997
0013105B,90/24N,47.58999966,122.2916663
000000KM,90/24S,47.58999966,122.2916663
0012833C,90/25.5N,47.58972466,122.2579361
0012833D,90/25.5R,47.58959411,122.2587361
000000KP,90/25.5S,47.589258,122.2557722
0012271A,90/25N,47.59019966,122.2820243
000000KN,90/25S,47.58999966,122.283333
0013659A,90/26A,47.59206355,122.243083
0013199A,90/26LID,47.59021355,122.2497969
0009144B,90/302N,47.08769411,118.9195827
0009144A,90/302S,47.08724966,118.9194716
0009144D,90/304N,47.08666633,118.8799993
0009144C,90/304S,47.08666633,118.8799993
0009144G,90/306N,47.08730522,118.8751938
0009144F,90/306S,47.08688855,118.8751382
0009144I,90/307N,47.08630522,118.8116389
0009144H,90/307S,47.08586077,118.8116111
0013192A,90/31,47.58927744,122.2377219
0009185B,90/310N,47.08644411,118.7648889
0009185A,90/310S,47.08597188,118.7646667
0009185D,90/312N,47.09727744,118.6678604
0009185C,90/312S,47.096833,118.6680549
0009206D,90/314N,47.10172222,118.6016111
0009206A,90/314S,47.10127777,118.6016111
0009206B,90/316N,47.11125,118.4944719
0009206C,90/316S,47.11080555,118.4944441
00200081,90/318.25,47.11111111,118.4016667
00200062,90/318C,47.11102777,118.4090556
0012782A,90/319E-N,47.11066666,118.4007222
0013192B,90/32,47.58830522,122.2348886
0014601D,90/320N,47.1115,118.3888886
0014601E,90/320S,47.11116666,118.3894163
0005761B,90/322N,47.11674933,118.3659444
0005761A,90/322S,47.11641666,118.3659444
0005761C,90/324,47.12555488,118.3521944
0005783A,90/327,47.16241388,118.300675
0013192C,90/32E-E,47.589333,122.2360552
0013195A,90/33,47.58668855,122.231666
0013195B,90/33.1,47.58741633,122.2314993
0017217A,90/33.2,47.58674966,122.2315938
0005783C,90/330N,47.191833,118.2579444
0005783B,90/330S,47.19149966,118.2577778
0005783D,90/332,47.211,118.2263604
0008228A,90/334,47.233333,118.1514444
0008228B,90/336N,47.24749966,118.11125
0008228C,90/336S,47.24797188,118.1070833
0008244C,90/338,47.25866666,118.0796104
0013666B,90/33A,47.58549966,122.230916
0013666A,90/33E-S,47.587333,122.2322354
0013195C,90/33N-W,47.58541633,122.2302216
0013195D,90/33RE-S,47.58765244,122.2321493
0013195E,90/34,47.58655522,122.2300271
0013200A,90/35LID,47.58572188,122.2273327
0013299A,90/36,47.58186044,122.2193882
0013221B,90/37,47.57855488,122.2128889
0013221A,90/38,47.57777711,122.2074444
0013502A,90/3EBT,47.59527744,122.3282493
0013502B,90/3HOV,47.59569411,122.3278327
0013502C,90/3WBT,47.59455522,122.327666
0008244E,90/403N,47.29813855,118.0253604
0008244D,90/403S,47.29799966,118.0249993
0008244G,90/405N,47.30838888,117.9727493
0008244F,90/405S,47.30811111,117.9725549
0008194B,90/408N,47.34047188,117.9085556
0008194A,90/408S,47.340333,117.9081944
0011490A,90/40N,47.578216,122.2047056
0012912A,90/40S,47.577816,122.2046583
0008194C,90/412,47.395333,117.8404441
0013846A,90/43E-E,47.57964933,122.1925636
0008610C,90/43ECD,47.57913822,122.1861941
0008610B,90/43N,47.57952711,122.1902219
0009699A,90/43P,47.58008266,122.1873052
0008610A,90/43S,47.57905211,122.1897719
0008610F,90/43S-C,47.57888822,122.1864163
0008610E,90/43S-E,47.58001044,122.1890358
0008610G,90/43W-N,47.58002711,122.1861663
0014177A,90/43W-W,47.58074933,122.1788327
0008610D,90/43WCD,47.57999933,122.181666
0008190B,90/47E-N,47.57988822,122.1752771
0008190C,90/48W-N,47.58111044,122.1720827
0008190E,90/48W-S,47.58077711,122.1733327
0002577A,90/50N,47.58055488,122.1686382
0008190A,90/50S,47.58011044,122.1693327
0008190D,90/50W-S,47.58061044,122.1684438
0007903B,90/510N,47.56036111,117.6062222
0007903A,90/510S,47.56013888,117.6059444
0007903D,90/512N,47.562,117.6019722
0007903C,90/512S,47.56177777,117.6017222
0009893A,90/52,47.581841,122.1510444
0016879A,90/52.4,47.57949933,122.1518333
0016879B,90/52.6,47.57954377,122.1511417
0006822A,90/529,47.61974933,117.5025833
0006875D,90/531N,47.63149933,117.4836941
0006875C,90/531S,47.63124933,117.4836441
0007072A,90/533,47.63724966,117.471916
0006956A,90/535,47.64499966,117.455
0006896B,90/537,47.64563855,117.4524722
0006579B,90/540N,47.64772188,117.449083
0006579A,90/540S,47.647583,117.4489441
0007841A,90/545,47.65150555,117.4358024
0008322D,90/545E-E,47.65230555,117.4285966
0008322B,90/545N-E,47.65186111,117.4322493
0008322A,90/545S-W,47.65247222,117.431416
0008322C,90/545W-W,47.65280555,117.428916
0007954A,90/546,47.65267222,117.422241
0007954B,90/546E-N,47.65253888,117.4140333
0007954C,90/546S-E,47.65235555,117.4125917
0008288A,90/546S-W,47.65289444,117.4145944
0008307A,90/546W-N,47.65288888,117.4212771
0008611A,90/548,47.65194444,117.4031389
0009134B,90/54E,47.57836044,122.1400274
0009266A,90/54E-N,47.578666,122.1433608
0009446B,90/54PN,47.58061044,122.1416663
0009446A,90/54PS,47.57833266,122.1399997
0009266B,90/54S-W,47.58199933,122.1430552
0009134A,90/54W,47.57838822,122.1403052
0009557A,90/55,47.57761044,122.1325549
0008611B,90/550,47.65188888,117.3952497
0008774A,90/562,47.65227777,117.394333
0008774D,90/562E-E,47.652,117.3940552
0009622D,90/562W-E,47.65427777,117.3912219
0008611C,90/563,47.65356388,117.3890913
0008540A,90/564P,47.65392222,117.382866
0005453A,90/566,47.65386111,117.3753327
0005453B,90/567P,47.65398611,117.3682327
0005453C,90/568,47.65377777,117.3603889
0005453D,90/569,47.65377777,117.3576944
0009446C,90/56P,47.570666,122.1110278
0005453E,90/570,47.65388888,117.347333
0005321A,90/571P,47.65383333,117.341833
0015947A,90/574N,47.65698333,117.3219993
0015438A,90/574S,47.65672222,117.321916
0015947C,90/574W-W,47.65571388,117.3250216
0015947B,90/576N,47.65883333,117.3200327
0015438B,90/576S,47.65833333,117.3199993
0013050A,90/577,47.66376111,117.3130583
0015637A,90/578,47.66748266,117.30385
0009782A,90/579E,47.67355488,117.2818049
0004637A,90/579W,47.67336044,117.2827493
0015756A,90/580,47.67261044,117.2149722
0012818A,90/581,47.668916,117.1966386
0005130A,90/583,47.66533333,117.1750827
0005130B,90/585,47.66544444,117.15375
0005158A,90/587W-W,47.66561388,117.132791
0007423A,90/589,47.67263822,117.1088889
0017254A,90/589.5P,47.672666,117.1103056
0016866A,90/589P,47.67219933,117.1088667
0009215B,90/593N,47.69591633,117.0485552
0009215A,90/593S,47.69566633,117.0484163
0009133C,90/59E-N,47.56497222,122.0996941
0009133B,90/59N,47.56572222,122.0997774
0009133A,90/59S,47.56527777,122.0997219
0013502D,90/5HOV,47.59261077,122.3256938
0016658A,90/61N,47.55136666,122.068216
0016658B,90/61S,47.55103888,122.0680743
00200417,90/62P,47.55043055,122.0600083
0008573B,90/63N,47.54499966,122.0466663
0008573A,90/63S,47.54499966,122.0466663
0008573D,90/65N,47.54305522,122.0409441
0008573C,90/65S,47.542533,122.0405663
0008573G,90/65W-W,47.54316633,122.0408886
0016010A,90/66E-E,47.53538855,122.0315271
0008573F,90/66N,47.54053022,122.0359802
0008573E,90/66S,47.54024688,122.0360886
0016010C,90/67,47.53207155,122.0227466
0016010B,90/67E-E,47.53136044,122.0256104
0016010D,90/67E-N,47.53148544,122.0251521
0009840B,90/68N,47.53197155,122.0223604
0009840A,90/68S,47.53163822,122.0226382
0009840F,90/69W-S,47.53258266,122.0209716
0009840D,90/70N,47.53288822,122.0196104
0016010E,90/70P,47.53380522,122.0205438
0009840C,90/70S,47.53269377,122.0192493
0009840E,90/70W-S,47.53322155,122.019416
0009973G,90/71N,47.53666633,122.0116667
0009973A,90/71S,47.53499966,122.0151111
0009973C,90/72N,47.537083,122.0096389
0009973D,90/72S,47.53641633,122.0078333
0009973F,90/73N,47.53499966,122.0030833
0009973E,90/73S,47.535083,122.0037778
0017786A,90/74.5P,47.53422188,121.9624444
0009733B,90/74N,47.53149933,121.9799993
0009733A,90/74S,47.53111044,121.980166
0004040F,90/75N,47.533333,121.9583333
08642100,90/75P,47.53326877,121.9580222
0009820A,90/75S,47.533333,121.9566667
0009820B,90/76,47.52662433,121.9384163
0009823B,90/77N,47.51833266,121.9233327
0009823A,90/77S,47.51833266,121.9233327
0006966B,90/78N,47.509,121.8839163
0009732A,90/78S,47.50822222,121.8841386
0009900B,90/79N,47.51166666,121.855
0009900A,90/79S,47.51108055,121.8563417
0009900F,90/80.5CN,47.50455833,121.8230688
0009900E,90/80.5CS,47.50411666,121.8240549
0009900D,90/80N,47.51344444,121.8491941
0009900C,90/80S,47.51283333,121.8494441
0010124D,90/81N,47.48865522,121.7965719
0010124C,90/81S,47.48844133,121.7969552
0009814B,90/82N,47.47427155,121.7804688
0009814A,90/82S,47.473566,121.7795688
0010124B,90/83N,47.47361044,121.7748049
0010124A,90/83S,47.47319377,121.7748049
0009810C,90/84,47.47386877,121.7584056
0009810B,90/85N,47.47367433,121.7439608
0009810A,90/85S,47.47324933,121.743833
0008914B,90/89N,47.46563888,121.7164722
0008914A,90/89S,47.46480555,121.7165
0008914D,90/90N,47.44474966,121.6915663
0008914C,90/90S,47.44499966,121.6916663
0009534C,90/91.5A,47.44163855,121.6685271
0009534B,90/91.5N,47.443333,121.666666
0009534A,90/91.5S,47.44299966,121.668416
0009576C,90/91E-S,47.44266633,121.6716938
0009576B,90/91N,47.44319411,121.672166
0004452A,90/91NF,47.43727744,121.6600556
0009576A,90/91S,47.44280522,121.6713049
0001111A,90/91SF,47.43713855,121.6604722
0009498D,90/92.5N,47.43069377,121.6351941
0009498C,90/92.5S,47.43049933,121.6356108
0009498B,90/92N,47.43197155,121.6379163
0001111B,90/92NF,47.43580522,121.6567778
0009498A,90/92S,47.43207988,121.638533
0004452B,90/92SF,47.43561911,121.6568194
0009996A,90/93N,47.42947155,121.6297216
0009498E,90/93S,47.42919377,121.6296938
0009217A,90/94,47.41570555,121.5846886
00200022,90/95.4CN,47.39666633,121.5116667
00200104,90/95.4CS,47.39577744,121.5128611
00200021,90/95.6CN,47.39666633,121.5116667
00200105,90/95.6CS,47.39666633,121.5116667
0009092A,90/95.8,47.395583,121.4804993
0009217D,90/95N,47.39536077,121.526666
0009217C,90/95S,47.39502744,121.526666
0009092D,90/96.5N,47.39547188,121.4756382
00200017,90/96.7CS,47.393333,121.4733327
0009092C,90/96S,47.39441633,121.475916
08614400,90/97.1C,47.39399966,121.4589444
0010200A,90/97.2N,47.41786044,121.4452969
0008844A,90/97.8N,47.425391,121.4341108
08614100,90/97C,47.39444411,121.4624167
0008916A,90/98.6N,47.42919377,121.4213882
0008447A,90/99,47.42704655,121.4158167
0013706B,90/9N,47.59341633,122.3297493
0015983F,90/9S,47.59019411,122.328916
0017597A,90/9W-N,47.59188855,122.3287216
08626400,92/13,48.03213822,122.05825
0016985B,92/4.25,48.028666,122.0999719
0013058A,96/1,47.88194377,122.2344163
08356300,96/10,47.885833,122.1344441
0006539A,97/1,45.67247155,120.8348608
0005217A,97/10,45.84388855,120.7963608
0013975A,97/102,46.07333266,120.5583333
0009780A,97/103,46.09572188,120.5473608
0018244A,97/106,46.20408333,120.4783327
0013559A,97/108.25,46.21213888,120.4576667
0014359B,97/109.25,46.21933266,120.439083
0014359C,97/109.75,46.23005488,120.4219993
0008120A,97/11.25,45.879566,120.7501667
0014359A,97/111,46.23533022,120.4188882
0013793A,97/112,46.255,120.4116667
0016207A,97/116,46.30931666,120.331816
0016207B,97/117.15,46.31003333,120.3310993
0016207C,97/117.25,46.31077777,120.3305271
0016207D,97/117.35,46.31151666,120.3296827
0016207E,97/117.45,46.31286111,120.3285216
0016207F,97/117.55,46.31394444,120.3273604
0016207G,97/117.65,46.31452777,120.326916
0016207H,97/117.75,46.31580555,120.3256938
0003376B,97/118,46.32430488,120.320416
0001516B,97/120,46.36138888,120.3201382
0003363A,97/124E,46.38225211,120.3441358
0007457A,97/124W,46.38224933,120.3441386
0007457B,97/126.25,46.396933,120.369366
0007457C,97/127,46.39695522,120.3689077
0013931A,97/128,46.433583,120.418466
0013931B,97/129,46.43371633,120.4187327
0003363B,97/130.25,46.46974933,120.4406497
0003363C,97/132.25,46.48002711,120.4486941
0005916A,97/132F,46.47974933,120.4488886
0003363E,97/138E,46.51271666,120.477166
0005719D,97/138W,46.51383333,120.4768327
0011580A,97/140E,46.53594411,120.4743049
0011580B,97/140W,46.53636077,120.4745271
0002661A,97/141A,46.53700244,120.4751716
0002661B,97/142A,46.53980522,120.4762216
0002661C,97/144A,46.54352744,120.4760549
0011580C,97/145E,46.54069411,120.4712771
0018293A,97/15,45.91704655,120.7050389
0006774A,97/2,45.68419411,120.8297771
0006113A,97/20,46.02680488,120.6247216
0007830B,97/200,47.00569444,120.5915274
0001367C,97/205,47.02499933,120.598333
0002193A,97/206,47.03247155,120.6076944
0018510A,97/207.7,47.05200833,120.6129444
00200371,97/207C,47.040033,120.6084
08614300,97/208C,47.05802777,120.6186104
0009650A,97/210,47.20063888,120.7071389
0003015A,97/22,46.03700522,120.5869108
0014351A,97/271,47.20672222,120.7018611
0014351B,97/272.25,47.208,120.6993997
0014218A,97/273,47.24213855,120.6974163
0014218B,97/274C,47.25530555,120.6950552
0014218C,97/275C,47.26316666,120.6967219
0014218D,97/276C,47.277666,120.6980552
0014218E,97/277C,47.29255522,120.7003889
0014218F,97/278.25,47.29361077,120.7002778
0006062B,97/284.6C,47.41699933,120.6598889
0006062A,97/284C,47.41522222,120.6585
0006062K,97/285.3C,47.42408266,120.6591944
0006062C,97/285.4C,47.42522155,120.65925
0006062D,97/285.55,47.43105488,120.6561389
0006062E,97/285.6C,47.43252711,120.6567222
0006062G,97/287.2C,47.45129166,120.6536611
0006062H,97/287.3C,47.45305555,120.6541667
0006062J,97/287.4C,47.45426666,120.65625
0006062F,97/287C,47.45047222,120.6540833
0005205A,97/305,47.51061111,120.6313882
0011555A,97/310A,47.52363822,120.6246382
000000NJ,97/355ALT,47.66088888,120.2249993
0002093A,97/359ALT,47.77833822,120.1456858
0010859A,97/364ALT,47.83574966,120.0174993
0012621A,97/391,47.8555,119.9393886
0006105A,97/403,47.62913822,120.2280827
0001743A,97/406,47.676666,120.1966663
0001743B,97/408,47.70418333,120.1948469
0006835A,97/420,47.81450833,119.972966
0007881A,97/508,48.048333,119.9033333
0007683A,97/512,48.0635,119.8821104
000000LX,97/520,48.10277777,119.7104167
08614200,97/525C,48.158,119.6632222
0007309A,97/531,48.39147188,119.5289993
0007309B,97/533,48.40619444,119.517416
0007308A,97/534,48.41172222,119.5133889
0005371A,97/540,48.648833,119.4705827
0005367A,97/544,48.70147222,119.4424441
0003403A,97/547,48.71138888,119.4357219
0003403B,97/548.25,48.75888888,119.4091667
0003897A,97/560,48.92038822,119.4205827
0006413A,97/6,45.76266666,120.8232216
0009103A,97/7,45.818416,120.8061667
0009103B,97/8,45.824416,120.8043611
0009243A,97/9.25F,45.830416,120.8021833
0006480B,99/400,47.24041633,122.3570556
0001105A,99/422,47.24399966,122.3385552
0017157A,99/475DV,47.34957188,122.3124389
0007046A,99/500,47.46302777,122.2901108
0007967A,99/507N-N,47.49702744,122.2934441
0007967B,99/508E,47.49827744,122.2948886
0007967C,99/508S-S,47.49788855,122.2958886
0007967D,99/508W,47.49777744,122.2949719
0006046A,99/511,47.51944377,122.3170549
0006902A,99/512P,47.52313822,122.3211382
0006046B,99/513,47.526416,122.3241382
0014459C,99/530A,47.54052744,122.3346663
0004872A,99/530E,47.537583,122.3346941
0014962A,99/530N-E,47.54372188,122.3336941
0014962C,99/530NBP,47.54388022,122.3334636
0014962B,99/530SBP,47.54001633,122.334483
0014459A,99/530W,47.53794411,122.3349997
0014459B,99/530W-S,47.54474966,122.3344997
0005758A,99/538,47.56752711,122.3394163
0006054A,99/538E-N,47.57068266,122.339183
0017847C,99/539.5,47.59052744,122.3370274
0018290B,99/539.6,47.591758,122.3370219
0017847A,99/539E,47.58863855,122.3377774
0017847B,99/539W,47.58861077,122.3380552
000000QL,99/540N-E,47.60533333,122.3392774
0004104B,99/540N-N,47.59624966,122.3338608
0003935A,99/540NB,47.59794411,122.3354997
0004104A,99/540S-S,47.59661077,122.3346386
0003935B,99/540SB,47.6,122.338333
000000QM,99/540W-S,47.60318888,122.3350608
0004314A,99/541,47.61398611,122.3478024
0018549A,99/547,47.62249933,122.3438886
0018549C,99/548,47.62443266,122.3437691
0016603A,99/550P,47.63236044,122.3435552
000000IC,99/557,47.63901633,122.3455386
0001447A,99/560,47.64317466,122.3471941
0001589A,99/567,47.65250833,122.3473497
0001669A,99/569,47.66190833,122.3473413
0001684A,99/570,47.66502222,122.3473136
0001718A,99/571P,47.66663888,122.3473608
0001718B,99/572P,47.66830488,122.347333
0001718C,99/573P,47.66994377,122.3473052
0001673A,99/574,47.67431877,122.3472358
0009698A,99/600,47.77924933,122.3462774
0007116B,99/610,47.91505555,122.2089167
0006399A,0USFS141,47.39147188,121.382166
0005101A,101/101,46.79874966,123.7460552
0018155A,101/103.25,46.81273055,123.7378024
0012967A,101/105,46.88341633,123.7108333
0003581A,101/110,46.96,123.7762216
0004386A,101/115,46.97072155,123.8055556
0012643B,101/115E-S,46.97269377,123.8153056
0012643A,101/115N-W,46.97333266,123.8109167
0012643C,101/115PD1,46.973091,123.8140056
0012643D,101/115PD2,46.97342433,123.8109194
0011396B,101/12,46.33094377,124.0145
0008574A,101/125E,46.97952433,123.8831688
0001084A,101/125W,46.975366,123.8733382
0005808A,101/130,46.99402744,123.8947219
0005534A,101/132,47.030916,123.9219993
0012674A,101/134,47.0505,123.9252493
0013515A,101/136,47.06830488,123.9298882
0003595A,101/138,47.09197188,123.9046389
0011396C,101/14,46.33083266,124
0005263B,101/140,47.10333333,123.9063889
0017521A,101/142,47.10966666,123.897083
0012862A,101/144,47.12327711,123.8940274
0017521B,101/145,47.12833266,123.8949997
0018124B,101/145.25,47.14644411,123.8875552
0018124A,101/146,47.16307777,123.879216
0003217A,101/147,47.16836044,123.8843608
0003765A,101/149,47.22999933,123.9616667
00200124,101/15.25,46.331866,123.9793327
0003765B,101/150,47.22999933,123.9616667
0012926A,101/152,47.26291666,123.9202771
0002031C,101/155,47.37636044,123.8992219
0016613A,101/157,47.42138822,123.8763049
0002031E,101/158,47.42583266,123.8764438
0005195A,101/16,46.34855522,123.9580278
0006421A,101/160,47.45761111,123.8889997
0004740A,101/162,47.47688822,123.9294716
0003255A,101/164.25,47.48019377,123.9434163
0005198A,101/167,47.47999933,123.9591667
0005777A,101/169,47.477166,123.9971386
0003255E,101/170.25,47.47583266,124.0058333
0003255D,101/172,47.47380488,124.0224993
00200385,101/173.25,47.47611044,124.0513889
0005777B,101/175,47.50055555,124.1377774
0001856A,101/18,46.37180488,123.9501667
0013778A,101/204,47.53989133,124.3345858
0001389A,101/207,47.60858333,124.3723882
0007346A,101/210C,47.71,124.4111111
0001302A,101/212,47.73899966,124.3496108
0016609A,101/214,47.75153333,124.3228993
00200381,101/214.25,47.77030488,124.2918052
0015390A,101/215,47.781916,124.2703604
0001457A,101/217,47.80755833,124.2502972
0001856B,101/22,46.42819377,123.9181938
0012641A,101/24,46.42924933,123.9062222
0013073A,101/250,47.989083,122.8895552
0013073B,101/251,47.987333,122.8858608
00200271,101/252.25,47.92794377,122.8861941
0002438A,101/254,47.83794411,122.8876941
0002060A,101/256,47.81076388,122.9106306
0004325A,101/258,47.70244444,122.8955274
0006226A,101/260,47.69311077,122.8981108
0006226B,101/261,47.69249966,122.8983052
0015565A,101/262,47.69074966,122.8988608
0017476A,101/263,47.68312433,122.8998163
0001764A,101/265,47.65116666,122.9329993
0001764B,101/266,47.64944411,122.9344719
0005451A,101/268,47.627666,122.9596944
0000987A,101/269,47.61825488,122.9748882
000000MB,101/27,46.44977744,123.8724716
000000NB,101/29,46.47519377,123.8849719
0001618A,101/3,46.25163888,123.9188604
0012600A,101/302,47.89391633,124.3562778
0011752A,101/304,47.93872188,124.388833
0002396A,101/308,47.95961111,124.3927497
0018344A,101/31,46.49381911,123.8879774
0005638A,101/310,47.98363855,124.3986941
0018857A,101/311C,48.02188822,124.3905274
0003106A,101/312,48.04027744,124.3799993
0002627A,101/314,48.06833266,124.2961663
0002627B,101/316,48.06952711,124.2852497
0001406A,101/318,48.06611111,124.2352497
0003372A,101/320,48.06269444,124.1163056
0003372B,101/322,48.06611111,124.097583
000000QD,101/324,48.05472222,123.7939997
0003673A,101/326,48.07230488,123.7738882
0003673B,101/327,48.07283266,123.7734716
0002539B,101/33,46.50115555,123.8864497
0004928A,101/330,48.07413822,123.6803049
0004928B,101/332,48.06763822,123.6181382
0000980A,101/334,48.06552777,123.5791938
0015259A,101/340,48.10780555,123.4539444
0014001A,101/35,46.51333333,123.883333
0008312A,101/350,48.10358333,123.3574722
00200453,101/351,48.10652777,123.3468608
0015254A,101/352,48.09427744,123.2820827
0018376C,101/354.25,48.08451633,123.2039472
0018376D,101/354.45,48.08427188,123.2024222
0018376E,101/354.55,48.08424966,123.2022528
0018376B,101/354E,48.08927744,123.2372774
0018376A,101/354W,48.08945244,123.2371997
0013468B,101/355.75,48.076666,123.1521944
0013468A,101/356,48.07624933,123.1517222
0015345A,101/358,48.07419377,123.1349163
0002539D,101/36,46.51822155,123.8858052
0015345B,101/360,48.07347155,123.1186104
0015345C,101/362,48.07330488,123.1078333
0015345F,101/363.25,48.07327711,123.1034722
0015345D,101/364,48.07322155,123.1023333
0015345E,101/366,48.06836044,123.0701382
00200379,101/370,48.02083266,123.00675
00200398,101/371.25,48.02413822,122.9956386
