structure_id,bridge_no,latitude,longitude,pga
0009151C,16/15E,47.2347,122.482,0.417926
0009151D,16/15W,47.2347,122.482,0.417942
0010280D,16/160,47.3983,122.623,0.485486
0017550A,16/180E,47.4322,122.623,0.492373
0017550B,16/180W,47.4324,122.623,0.49243
0014143A,16/200E,47.4685,122.624,0.496762
0014143C,16/200S-S,47.4705,122.625,0.497008
0014143B,16/200W,47.4685,122.624,0.49681
0010556A,16/202,47.4844,122.631,0.497542
0013025A,16/204.5E,47.5214,122.66,0.495926
0013025B,16/204.5W,47.5214,122.66,0.495922
0010602B,16/204E,47.5113,122.653,0.497042
0010602C,16/204W,47.5111,122.652,0.49707
0005237A,16/205,47.5282,122.677,0.494929
0018861A,16/206.45,47.5279,122.682,0.494866
0018861C,16/206.55,47.5273,122.682,0.494926
0013166B,16/208N-S,47.5249,122.697,0.494862
0009415A,16/20E,47.2349,122.491,0.419055
0009415B,16/20W,47.2347,122.491,0.419025
0016767A,16/21,47.2356,122.498,0.419961
0013783A,16/22,47.2429,122.505,0.42162
0016767B,16/23,47.243,122.502,0.421321
0016767C,16/24E,47.2499,122.511,0.423068
0012985A,16/24W,47.2499,122.511,0.423106
0016767D,16/30E,47.2551,122.514,0.424514
0012245B,16/30W,47.2552,122.514,0.424553
0016767E,16/31E,47.2572,122.516,0.425145
0012245A,16/31W,47.2569,122.516,0.425093
0018189A,16/3W,47.2308,122.461,0.415012
0017594I,16/5E,47.2313,122.461,0.415052
0018189C,16/5W,47.2336,122.464,0.415669
0017594D,16/6N-E,47.2338,122.463,0.415597
0018189D,16/6W-N,47.2347,122.466,0.416046
0018189F,16/7W-S,47.2343,122.467,0.416036
0008543C,16/8,47.2366,122.464,0.415948
0012449A,16/80,47.2587,122.537,0.427798
0005137A,17/10.25,46.7227,119.028,0.108007
0015963A,17/100,46.8114,119.134,0.111716
000000OF,17/101.75,46.8847,119.133,0.111227
0004605A,17/203,47.0097,119.138,0.109805
0004605B,17/207,47.0683,119.208,0.1109
0005581A,17/210,47.0987,119.243,0.111354
0004840A,17/215,47.1414,119.269,0.111315
0007818A,17/216,47.1432,119.278,0.111515
0004840B,17/220,47.2614,119.456,0.113665
00200422,17/230.55,47.4249,119.498,0.113345
0003759A,17/306,47.9498,119.536,0.12157
0003759B,17/307,47.9436,119.555,0.121949
0003759C,17/308,47.9434,119.573,0.122398
0003759D,17/309,47.9679,119.652,0.124802
0013785A,17/4,46.5668,118.992,0.10647
000000LR,17/401,48.0017,119.656,0.125544
0008351A,17/6,46.5808,119.004,0.106801
0008351B,17/7,46.5859,119.002,0.106749
0006066A,18/10,47.303,122.226,0.391112
0005972A,18/11,47.3034,122.222,0.390457
0012555A,18/13,47.3035,122.214,0.389126
0012618B,18/14N,47.3036,122.209,0.388347
0012618A,18/14S,47.3035,122.209,0.388333
0014354A,18/16N,47.3017,122.178,0.382941
0006068B,18/16S,47.3001,122.18,0.383011
0014776G,18/17.5,47.319,122.165,0.383259
0014354B,18/17N,47.3027,122.178,0.382976
0006066B,18/17S,47.3025,122.177,0.3829
0014776F,18/18,47.3303,122.159,0.383869
0014776E,18/18A,47.33,122.155,0.383263
0014776C,18/19E-E,47.332,122.156,0.383599
0014776B,18/19N,47.3323,122.156,0.383696
0014776A,18/19S,47.3322,122.156,0.383638
0014776D,18/19W-W,47.3324,122.156,0.38376
0017936A,18/1E-N,47.2881,122.308,0.402001
0017936B,18/1W-S,47.2898,122.303,0.401572
0006068C,18/20N,47.3479,122.139,0.383079
0014768A,18/20S,47.3476,122.139,0.383047
0014919A,18/24.5,47.356,122.124,0.382003
0006068D,18/24N,47.3529,122.13,0.382371
0014768B,18/24S,47.3528,122.13,0.382297
0013401A,18/25.2,47.3678,122.102,0.380658
0016008A,18/25.3,47.3691,122.099,0.380489
0016008B,18/25.4,47.3726,122.092,0.379709
0016008C,18/25.4A,47.3726,122.097,0.380861
0016008D,18/25.4B,47.3725,122.099,0.381179
0016008E,18/25.6N,47.3777,122.081,0.378771
0016008F,18/25.6S,47.3775,122.081,0.378691
0016008H,18/25.8N,47.3869,122.06,0.376752
0016008G,18/25.8S,47.3868,122.059,0.376659
0011439B,18/25N,47.3578,122.122,0.381972
0014919B,18/25S,47.3578,122.121,0.381902
0009289A,18/26,47.3942,122.048,0.376117
0016611B,18/27N,47.4062,122.042,0.377159
0016611A,18/27S,47.4061,122.042,0.377065
0016611F,18/28.2A,47.4144,122.016,0.373505
0016611G,18/28.2N,47.4154,122.016,0.37367
0016611H,18/28.2S,47.4156,122.016,0.373765
0016611J,18/28.2WB,47.4161,122.016,0.373816
0016611M,18/28.4EB,47.417,122.012,0.373246
0016611K,18/28.4N,47.4173,122.012,0.373346
0016611L,18/28.4S,47.4171,122.012,0.373289
0016611N,18/28.6N,47.4185,122.008,0.372683
0016611O,18/28.6S,47.4184,122.008,0.37267
0016611P,18/28.8,47.4223,121.999,0.371771
0016611D,18/28N,47.4084,122.039,0.376931
0016611C,18/28S,47.4082,122.039,0.376857
0014567I,18/29.5N,47.4303,121.987,0.371559
0014567A,18/29N,47.4295,121.988,0.371494
0014567B,18/29S,47.4294,121.988,0.371439
0008834A,18/3,47.2937,122.292,0.400434
0014567E,18/30.5,47.4324,121.983,0.371255
0014567C,18/30N,47.4312,121.986,0.371483
0014567D,18/30S,47.4312,121.985,0.371411
0014567H,18/31B,47.4345,121.973,0.370232
0006403A,18/31E-W,47.4369,121.978,0.371424
0006541A,18/31N,47.4356,121.976,0.370896
0014567G,18/31N-E,47.4353,121.976,0.370805
0014567F,18/31S,47.4354,121.976,0.370853
0015927A,18/33,47.453,121.952,0.370462
0006676A,18/34,47.4859,121.888,0.358715
0005444A,18/4,47.3017,122.277,0.399131
0005433A,18/5,47.3036,122.274,0.399012
0005433B,18/6,47.3029,122.257,0.396264
0009058A,18/8N,47.3032,122.24,0.393502
0004896A,18/8S,47.303,122.24,0.393485
0005082A,18/9,47.3036,122.233,0.392418
00200425,18/9W-W,47.305,122.233,0.392657
08178600,19/5,48.0118,122.775,0.406601
0007787A,20/104P,48.2122,122.686,0.409818
0005377A,20/11,47.9958,122.846,0.410745
000000JG,20/116,48.402,122.645,0.3796
0005166A,20/15,48.0912,122.816,0.408579
0001929A,20/204,48.4072,122.645,0.377719
0001929B,20/207,48.4083,122.645,0.377348
0017358A,20/207.3,48.4279,122.609,0.364135
0006787A,20/209N,48.4631,122.54,0.343627
0007777A,20/209S,48.4629,122.541,0.343698
0011612A,20/211N,48.4564,122.522,0.342644
0009107A,20/211S,48.456,122.522,0.34269
0TA1011A,20/213.5A,48.4465,122.444,0.335417
0009353A,20/213S,48.4461,122.458,0.33725
0017242B,20/214N,48.4464,122.431,0.333986
0017242A,20/214S,48.4464,122.431,0.333986
0008044B,20/217N,48.4491,122.42,0.331902
0017242C,20/217S,48.4503,122.417,0.331305
0008453A,20/220N,48.4514,122.408,0.330001
0017242D,20/220S,48.4513,122.407,0.329925
00200132,20/223.25,48.46,122.374,0.324357
0008453B,20/223N,48.4552,122.389,0.327009
0017484A,20/223S,48.4551,122.389,0.327023
0003478A,20/229,48.5212,122.199,0.29539
0003478B,20/232,48.5311,122.15,0.289955
0003478C,20/235,48.531,122.151,0.290021
00200133,20/236.25,48.526,122.121,0.287858
00200134,20/236.55,48.5299,122.088,0.28437
0007894A,20/238,48.5301,122.051,0.280679
00200135,20/238.25,48.5309,122.038,0.279317
00200136,20/238.35,48.5309,122.033,0.278849
0018012A,20/238.5,48.5302,122.026,0.278167
0007894B,20/241,48.5305,122.014,0.276967
0008227A,20/244,48.5298,122,0.275478
0008227B,20/247,48.53,122,0.275457
0008227C,20/247F,48.53,121.999,0.27532
00200262,20/249.25,48.5297,121.984,0.273935
0003361A,20/253,48.524,121.95,0.270947
0003731A,20/256,48.5327,121.885,0.26357
0009170A,20/259,48.5367,121.743,0.249591
0015905A,20/260,48.5339,121.726,0.248284
0003022A,20/262,48.5239,121.714,0.247791
0004342A,20/265,48.5143,121.673,0.244729
00200263,20/266.25,48.4897,121.577,0.237516
0005051A,20/268,48.4924,121.55,0.234776
0003226A,20/271,48.5057,121.497,0.228806
000000OL,20/274.25,48.5089,121.484,0.227316
0011391A,20/275.25,48.5275,121.446,0.222406
0003761A,20/277,48.5603,121.415,0.217159
0009350A,20/280,48.5849,121.396,0.213625
0016159A,20/283,48.6273,121.338,0.204996
0013442A,20/286,48.63,121.328,0.203817
000000QS,20/302,48.6486,121.305,0.200044
0009432A,20/305,48.6738,121.265,0.194068
0016816A,20/308.25,48.6865,121.238,0.19029
0006974A,20/311,48.6908,121.226,0.188653
0006974B,20/316,48.6912,121.225,0.188565
0006974C,20/319,48.6922,121.222,0.188175
00200405,20/321.25,48.693,121.222,0.188121
000000MT,20/323,48.7007,121.21,0.186237
0006974D,20/327,48.7017,121.197,0.184875
0006974E,20/331,48.7053,121.176,0.182604
0006291A,20/338,48.7121,121.157,0.180286
0006585A,20/342,48.6917,121.102,0.176306
0006585B,20/345,48.6909,121.096,0.175833
0008465A,20/348,48.7189,121.071,0.171648
0008963A,20/351,48.7223,121.019,0.166866
0008963B,20/354,48.7071,120.977,0.164447
0018130A,20/360.25,48.6711,120.877,0.158939
0008963C,20/403,48.6263,120.841,0.158994
0008473A,20/603,48.5635,120.636,0.148801
0008473B,20/606,48.5987,120.589,0.144671
0008473C,20/609,48.5869,120.478,0.139953
0007567A,20/612,48.5979,120.444,0.138212
0016979A,20/615C,48.5697,120.382,0.137029
0012559A,20/618,48.5443,120.324,0.136152
0006563A,20/621,48.4773,120.186,0.134623
0003722A,20/624,48.4739,120.177,0.134504
0003081B,20/627,48.3821,120.132,0.135745
0003081C,20/630,48.3731,120.125,0.135744
0015714A,20/633,48.3672,120.122,0.1358
0016134A,20/636,48.3596,120.116,0.13577
0017131A,20/637,48.3476,120.044,0.134378
0017131B,20/638.25,48.3609,120.036,0.13396
00200265,20/640.25,48.3656,119.748,0.12709
00200266,20/642.25,48.3211,119.667,0.125803
0005956A,20/645,48.355,119.592,0.122943
0005956B,20/648,48.3516,119.593,0.123041
0001738A,20/651,48.6946,119.428,0.107121
0015877A,20/654,48.6722,119.358,0.105963
0015877B,20/657,48.6536,119.299,0.104921
00200272,20/659.25,48.6636,119.178,0.101163
00200267,20/660.25,48.6796,119.138,0.0995533
00200268,20/661.25,48.6839,119.132,0.0992475
00200269,20/662.25,48.69,119.12,0.098745
00200270,20/663.25,48.7066,119.108,0.0979217
0002571A,20/7,47.9878,122.886,0.414527
0006425A,20/703,48.6411,118.736,0.0908446
00200141,20/705.25,48.6171,118.667,0.0899018
0016144A,20/710,48.5984,118.65,0.0898487
0016144B,20/713.25,48.5964,118.638,0.0896456
0016144C,20/714.25,48.5959,118.634,0.0895892
0007740A,20/804,48.5264,117.638,0.081464
0012333A,20/805.25,48.53,117.626,0.0814407
0012333B,20/806.25,48.5397,117.601,0.0813861
0001810A,20/905,48.613,117.366,0.0812389
0012953A,20/908,48.6114,117.365,0.081249
0012745A,20/911,48.5548,117.345,0.0817005
0003073A,20/917,48.3897,117.314,0.0832989
0013033A,20/918,48.3382,117.304,0.0838979
00200027,20/919.25,48.3292,117.3,0.0840242
0002102C,20/924,48.275,117.264,0.0848761
00200078,21/100.25,46.7696,118.547,0.0946673
000000QR,21/101,46.7775,118.547,0.0945735
0014489D,21/102,46.9698,118.568,0.0934676
0014489G,21/102S-S,46.9667,118.572,0.0935705
0014489E,21/103,46.9701,118.574,0.0936045
0013112A,21/105,46.9717,118.61,0.094461
000000AH,21/108.25,46.9709,118.658,0.0957174
0003064A,21/114,47.0872,118.665,0.0951313
00200077,21/118.25,47.1723,118.691,0.0952003
0007755A,21/122,47.2262,118.686,0.0947447
0007173A,21/2,46.6596,118.548,0.0961384
00200350,21/202.25,47.304,118.69,0.0943776
0007755B,21/203,47.3312,118.692,0.0943125
0008491A,21/208,47.4183,118.687,0.093889
00200351,21/211C,47.4638,118.766,0.0957452
0008491B,21/216,47.5312,118.782,0.0962169
0003714A,21/224,47.6716,118.722,0.0953844
0003714B,21/226,47.7158,118.722,0.0956876
000000AK,21/227.25,47.7434,118.722,0.0958987
0003714C,21/229,47.7586,118.71,0.0956889
0012106A,21/235FT,47.9292,118.69,0.0962081
0012106B,21/302FT,47.9466,118.691,0.0962905
0001513A,21/311,48.2683,118.702,0.095463
0001513B,21/312,48.2758,118.715,0.095801
00200352,21/314.25,48.3109,118.738,0.096083
00200353,21/315.25,48.3421,118.748,0.0959107
00200354,21/316.25,48.3801,118.748,0.0953783
00200355,21/317.25,48.393,118.745,0.0951093
00200356,21/318.25,48.414,118.738,0.094602
0001622A,21/321,48.4588,118.75,0.0942188
0001622B,21/322,48.4773,118.73,0.0934246
000000HN,21/323,48.4833,118.738,0.0935203
0015188A,21/324.25,48.5482,118.75,0.0927219
0016476A,21/325.25,48.571,118.747,0.0922771
0015809A,21/326,48.6339,118.73,0.0908533
0013285A,21/331,48.6785,118.664,0.0889395
0015809B,21/332.25,48.7725,118.647,0.0873615
0006282A,21/334,48.8815,118.604,0.0854441
0007173B,21/3C,46.6684,118.547,0.0959752
0007173C,21/4,46.6786,118.539,0.0956585
0007173D,21/5,46.6896,118.529,0.0952913
0004365A,22/104,46.1957,119.776,0.125935
0005074A,22/22,46.3205,120.225,0.130859
0010039A,22/25,46.3152,120.217,0.130797
0005074B,22/28,46.2836,120.17,0.130361
0005074C,22/29,46.2764,120.159,0.130277
0005074D,22/30,46.2742,120.156,0.130255
0005074E,22/31,46.2667,120.144,0.130159
0005074F,22/32,46.2595,120.134,0.130069
0011169A,22/4,46.4166,120.314,0.132019
0011169B,22/5,46.4144,120.314,0.132024
0001935A,22/6,46.41,120.314,0.132024
0001942A,22/7,46.4066,120.314,0.132026
00200409,22/9.25,46.3894,120.315,0.132028
0003538A,23/102,47.2672,117.935,0.0828696
00200332,23/103.25,47.2992,117.974,0.0831281
0008244A,23/105,47.3002,117.973,0.0831243
0008244B,23/106,47.3011,117.973,0.0831223
0011891A,23/110,47.3339,118,0.0833179
0003432A,23/114,47.3603,118.108,0.0842965
00200358,23/115.25,47.3835,118.135,0.0845745
0014809A,23/116,47.3979,118.158,0.0848167
0008472A,23/118,47.4116,118.175,0.0849967
0003122A,23/12,47.1166,117.649,0.0812988
0006439A,23/120,47.4459,118.186,0.0851197
08523400,23/123.25,47.482,118.255,0.0859836
0005807B,23/14,47.1169,117.73,0.0817162
0003122B,23/16,47.124,117.75,0.0818237
00200357,23/18.25,47.1136,117.787,0.0820546
0003122C,23/20,47.1243,117.827,0.0823048
00200331,23/22.25,47.1921,117.875,0.0825101
0005807A,23/6,47.0353,117.502,0.0807326
0016933B,24/1,46.585,120.473,0.13936
0007619A,24/105,46.6399,119.731,0.124418
0012706A,24/13,46.5407,120.311,0.132671
000000OM,24/301,46.738,119.307,0.117028
0007703A,24/302,46.7381,119.185,0.113254
0010122A,24/305,46.7747,119.176,0.113128
0016933A,24/5,46.5826,120.463,0.138873
00200333,25/101.25,48.0669,118.205,0.0861358
000000AQ,25/103.25,48.1174,118.203,0.0860167
00200359,25/105.25,48.3021,118.149,0.0847821
0002555A,25/112,48.5733,118.087,0.0828846
0002059B,25/124,48.8895,117.825,0.0809642
0003297A,25/130,48.9233,117.777,0.0809514
0002295A,25/132,48.9409,117.772,0.0809884
00200025,25/2.25,47.6904,118.141,0.085028
00200024,25/4.25,47.8653,118.26,0.0868808
00200026,25/5.25,47.8911,118.269,0.087065
0002658A,25/6,47.9081,118.317,0.087833
0004769A,26/106,46.8189,119.366,0.119079
0004882A,26/109,46.8115,119.189,0.113591
0005114A,26/110,46.8115,119.18,0.113264
0005114B,26/111,46.8115,119.177,0.113171
0006047A,26/114,46.795,119.017,0.10775
0006047B,26/115,46.7947,119,0.107193
0005999A,26/118,46.7933,118.82,0.101456
0005999B,26/119,46.7934,118.818,0.101403
0014470A,26/121,46.7908,118.75,0.0993734
0006422A,26/124,46.795,118.635,0.0963449
00200054,26/130C,46.7954,118.516,0.0937
00200301,26/131.25,46.7952,118.492,0.0932304
00200302,26/132.25,46.7965,118.45,0.092424
00200303,26/134.25,46.7579,118.305,0.0906063
0010320A,26/135,46.7541,118.286,0.0903828
0009837A,26/150,46.77,118.145,0.0882289
0009837B,26/151,46.7698,118.143,0.0881977
0009007A,26/156,46.7734,118.041,0.0869078
0008153A,26/253,46.7854,117.936,0.0855548
0008153C,26/259,46.7972,117.869,0.0846856
00200309,26/261C,46.8087,117.825,0.0841428
00200310,26/263C,46.8107,117.797,0.0838624
00200311,26/265.25,46.8032,117.748,0.0835016
0009123A,26/269,46.8089,117.649,0.0826302
0009123B,26/271,46.8133,117.609,0.0822864
00200312,26/273.25,46.8098,117.583,0.0821168
00200313,26/273.55,46.8045,117.553,0.0819349
0002385A,26/275,46.8324,117.51,0.0814804
000000EF,26/277.25,46.8331,117.504,0.08143
000000EG,26/278.25,46.8378,117.493,0.0813391
000000EH,26/279.25,46.8398,117.491,0.0813165
0010381A,26/281,46.8648,117.431,0.0808642
0002293A,26/285,46.8907,117.375,0.0804808
0002385B,26/2SP,46.8901,117.365,0.0804398
000000GP,27/102,47.2787,117.153,0.0810816
0007027A,27/108,47.4032,117.175,0.0820906
0005397A,27/112,47.4531,117.142,0.0828077
0007924A,27/119,47.5765,117.225,0.0837852
0002309A,27/12,46.9089,117.077,0.0795044
0010792A,27/124E,47.6739,117.24,0.0847887
0010792B,27/124W,47.6739,117.24,0.0847885
0000499A,27/16,46.9626,117.107,0.0796318
0000499B,27/18,47.0037,117.133,0.079733
0010229A,27/2,46.7323,117.18,0.0800355
0011639A,27/20,47.0227,117.146,0.079809
0013227A,27/27,47.1255,117.199,0.0801656
0014711A,27/28,47.1209,117.228,0.0801781
0004989A,27/3,46.7344,117.178,0.0800172
00200316,27/3.75,46.7919,117.147,0.0797389
0007523A,27/30,47.1309,117.243,0.0802236
0017850A,27/32.25,47.1779,117.198,0.0803937
0017850B,27/34,47.1777,117.191,0.0803995
0011360A,27/37,47.2198,117.075,0.0808205
0008425A,27/39,47.2264,117.073,0.0808808
00200315,27/4C,46.7957,117.14,0.0797033
0013681A,27/5C,46.8396,117.123,0.0796133
0002364A,27/7C,46.8587,117.131,0.0796312
0002364B,27/9C,46.8784,117.127,0.0796117
000000NA,28/10.75,47.2846,120.066,0.127152
000000MD,28/104,47.2324,119.922,0.123043
000000LV,28/108,47.2333,119.833,0.120948
000000LN,28/110,47.2493,119.685,0.117882
0005345A,28/12,47.2815,120.066,0.127168
0002395A,28/121,47.4274,119.274,0.108593
0008639A,28/124,47.4325,119.219,0.107315
0013359A,28/127,47.4206,119.165,0.106066
0004443A,28/205,47.3327,118.699,0.0944517
0001812A,28/208,47.3332,118.687,0.0941879
0007348A,28/209,47.3303,118.664,0.0936608
0003371B,28/216,47.4781,118.268,0.0861486
08584000,28/218C,47.4845,118.256,0.0859958
00200334,28/219.25,47.5122,118.221,0.0855727
0015839A,28/2A,47.4644,120.298,0.137187
0017223A,28/3.25,47.4556,120.297,0.137089
0003789A,28/4,47.4118,120.293,0.136743
0018166B,28/4.55,47.4083,120.293,0.136701
0018166C,28/4.75,47.3986,120.287,0.136408
0005016A,28/6,47.355,120.105,0.128438
0003073B,31/33,48.743,117.418,0.0806544
0003749A,31/36,48.8652,117.373,0.0805916
0001259A,31/38,48.8603,117.364,0.0805887
0016851A,31/40.25,48.8941,117.328,0.0806004
0001745A,31/42,48.9292,117.307,0.0807088
0008514B,82/102N,46.7001,120.441,0.140742
0008514A,82/102S,46.7001,120.441,0.140754
0008561C,82/104N,46.6899,120.458,0.141298
0008561A,82/104S,46.6898,120.458,0.141273
0008561D,82/106N,46.6808,120.475,0.141849
0008561B,82/106S,46.6809,120.476,0.141877
0008561E,82/107.25,46.6808,120.476,0.14186
0008672C,82/10N,46.9264,120.498,0.14753
0008672B,82/10S,46.9264,120.499,0.147555
0008089B,82/110N,46.6473,120.504,0.142295
0008089A,82/110S,46.6471,120.503,0.142275
0015137A,82/112,46.6329,120.52,0.142889
0001583A,82/114N,46.6311,120.517,0.142637
0006123B,82/114S,46.6314,120.518,0.142713
0001583B,82/115N,46.6302,120.515,0.142535
0006123C,82/115S,46.63,120.516,0.142567
0015137E,82/116S,46.6279,120.512,0.14231
0006195A,82/117S,46.6277,120.512,0.14226
0015137J,82/117W-S,46.6249,120.511,0.142173
0008846F,82/118W-S,46.6264,120.507,0.141946
00200130,82/119.25,46.6225,120.5,0.141468
00200511,82/12.25S,46.9134,120.477,0.146454
0006195C,82/120N,46.6213,120.497,0.141316
0006195B,82/120S,46.6212,120.498,0.141324
0006615B,82/121N,46.6154,120.492,0.140939
0014584A,82/121N-W,46.606,120.487,0.140493
0006615A,82/121S,46.6154,120.492,0.140937
0006967A,82/122N-W,46.6059,120.486,0.140425
0006744A,82/123,46.6052,120.486,0.140428
0014584B,82/123A,46.6052,120.488,0.140494
0006967B,82/123N-W,46.6049,120.485,0.140349
0006967D,82/124N,46.5977,120.48,0.139945
0006967C,82/124S,46.5976,120.479,0.13994
0017858B,82/128N,46.5632,120.472,0.138799
0017858A,82/128S,46.5632,120.472,0.138815
00200033,82/129C,46.5379,120.471,0.138252
0007949A,82/130W-N,46.5364,120.471,0.138205
0007949B,82/131N,46.5316,120.471,0.138126
0007949C,82/131S,46.5314,120.472,0.138137
00200455,82/132.25,46.5251,120.471,0.13799
0011631B,82/133N,46.5115,120.452,0.137052
0011631A,82/133S,46.5112,120.453,0.137063
0011449B,82/135N,46.4974,120.439,0.136296
0011449A,82/135S,46.4974,120.44,0.13633
0011366B,82/137N,46.4896,120.423,0.135553
0011366A,82/137S,46.4893,120.423,0.135549
0011366C,82/139,46.4708,120.396,0.134394
00200034,82/139.5C,46.455,120.366,0.133435
00200001,82/140.35,46.4505,120.36,0.133237
00200008,82/140.55,46.4425,120.346,0.132861
00200035,82/140.7C,46.4153,120.303,0.131788
0011509A,82/141,46.4033,120.279,0.131332
00200029,82/141.5C,46.3983,120.262,0.131047
0010862A,82/145,46.3916,120.241,0.130717
0010862C,82/147N,46.3754,120.219,0.130422
0010862B,82/147S,46.3758,120.22,0.130431
0010862D,82/149,46.3607,120.205,0.13033
0011788A,82/151,46.3516,120.188,0.130173
0011788C,82/153N,46.345,120.177,0.13006
0011788B,82/153S,46.3459,120.178,0.130077
0011788E,82/154N,46.343,120.173,0.130024
0011788D,82/154S,46.342,120.171,0.129995
0011788H,82/157N,46.334,120.126,0.129442
0011788F,82/157S,46.3336,120.126,0.129445
0011788I,82/161,46.3265,120.078,0.128856
0011788J,82/163,46.3166,120.056,0.128655
00200004,82/165.25,46.3066,120.041,0.12857
0011625B,82/165N,46.3072,120.042,0.128575
0011625A,82/165S,46.307,120.043,0.128581
0011772B,82/167N,46.3063,120.02,0.128303
0011772A,82/167S,46.3059,120.02,0.128307
0011772D,82/168N,46.3063,120.015,0.128233
0011772C,82/168S,46.306,120.015,0.128235
0011772E,82/170,46.3057,119.999,0.128031
0011772F,82/172C,46.3059,119.991,0.127901
0011901C,82/176N,46.2876,119.947,0.127496
0011901B,82/176S,46.2874,119.947,0.127503
0011095B,82/178N,46.271,119.925,0.127373
0011095A,82/178S,46.2706,119.924,0.127372
0011095C,82/180,46.2661,119.905,0.127185
0011095D,82/181,46.2635,119.894,0.127063
0011095F,82/182N,46.2626,119.892,0.127028
0011095E,82/182S,46.2625,119.892,0.127034
0011219A,82/183,46.2555,119.879,0.126909
0008385A,82/1N,46.9708,120.511,0.148605
0008385B,82/1S,46.9707,120.511,0.148613
0011219C,82/203N,46.2441,119.841,0.126453
0011219B,82/203S,46.2439,119.841,0.126459
0011428B,82/204N,46.2369,119.816,0.126152
0011428A,82/204S,46.2369,119.816,0.12616
0011219E,82/207,46.2291,119.805,0.126089
0010534B,82/209,46.2221,119.791,0.125931
0008688B,82/20N,46.8446,120.377,0.141158
0008688A,82/20S,46.8439,120.378,0.141168
0010603A,82/211,46.221,119.769,0.125545
0010534C,82/213N,46.2197,119.751,0.125234
0010534D,82/213S,46.2195,119.751,0.125246
00200003,82/215.25,46.2192,119.75,0.125236
0010535B,82/215N,46.2178,119.748,0.125213
0010535A,82/215S,46.2178,119.748,0.125217
0010701A,82/216,46.2151,119.744,0.125178
0010534A,82/217,46.2146,119.744,0.125187
0013017A,82/240,46.2444,119.632,0.122801
00200006,82/242.55,46.2637,119.573,0.121396
0013204A,82/243,46.2642,119.535,0.120582
00200002,82/244.55,46.259,119.51,0.120096
0013204B,82/244C,46.2602,119.517,0.120236
0009444B,82/245N,46.2538,119.488,0.119641
0009444A,82/245S,46.2534,119.487,0.119629
0009444D,82/250N,46.2512,119.476,0.119394
0009444C,82/250S,46.2512,119.476,0.119394
0012451D,82/255N,46.2439,119.362,0.11678
0012451C,82/255S,46.2445,119.363,0.116795
0012463B,82/257N,46.2175,119.348,0.116636
0012463A,82/257S,46.2172,119.348,0.116645
0012463D,82/258,46.2012,119.329,0.11628
0012463C,82/259,46.1974,119.302,0.115649
00200052,82/259.5C,46.1949,119.27,0.114969
0008710B,82/25N,46.7997,120.359,0.139754
0008710A,82/25S,46.8009,120.362,0.139875
0012463F,82/260N,46.1946,119.269,0.114946
0012463E,82/260S,46.1944,119.269,0.11495
0012610B,82/262,46.1891,119.258,0.114727
0012610C,82/263,46.1879,119.256,0.114701
0012610D,82/265,46.1698,119.206,0.113658
0012607B,82/268N,46.1421,119.202,0.113639
0012607A,82/268S,46.1424,119.202,0.113647
0012394A,82/270,46.0624,119.224,0.113718
0012303B,82/275N,46.0252,119.225,0.11324
0012303A,82/275S,46.0256,119.225,0.113254
00200007,82/276.25,45.9833,119.3,0.113704
0011608B,82/278N,45.9457,119.335,0.11344
0011608A,82/278S,45.9456,119.335,0.113446
0011608D,82/279N,45.9367,119.33,0.113098
0011608C,82/279S,45.9392,119.332,0.113215
0012819A,82/280N,45.935,119.33,0.113054
000000PD,82/280S,45.9349,119.33,0.113059
0008385C,82/2S,46.9686,120.51,0.148545
0008711B,82/30N,46.7471,120.389,0.139638
0008711A,82/30S,46.7489,120.39,0.139738
0008672A,82/5,46.9587,120.507,0.14832
00200099,82/7C,46.9358,120.506,0.148079
0008447B,90/101,47.4183,121.41,0.259929
00200020,90/102C,47.4026,121.404,0.258586
0004074A,90/103C,47.3982,121.399,0.257574
0008447C,90/104,47.3967,121.397,0.257319
0017852B,90/105.5N,47.3921,121.386,0.255353
0017852A,90/105.5S,47.3919,121.386,0.255342
0005203A,90/105N,47.3933,121.388,0.2557
0001140A,90/105S,47.3929,121.389,0.255884
0017852D,90/106N,47.3908,121.384,0.254897
0017852C,90/106S,47.3914,121.385,0.255179
0017852F,90/107N,47.3726,121.376,0.253328
0017852E,90/107S,47.3728,121.377,0.253427
0017852H,90/108CN,47.3675,121.372,0.252574
0017852G,90/108CS,47.3673,121.373,0.252693
0007565D,90/10E-N,47.5935,122.322,0.438781
000000OC,90/10E-S,47.5926,122.324,0.439601
0007565P,90/10EB,47.5923,122.326,0.440047
0007565B,90/10W-S,47.5939,122.32,0.438269
0007565C,90/10WB,47.5917,122.318,0.439252
0007565L,90/10WCD,47.5949,122.317,0.437356
0012659A,90/11,47.5939,122.32,0.438278
0018127F,90/110S,47.3571,121.367,0.25161
0018127D,90/111.5N,47.3404,121.356,0.249489
0018127C,90/111.5S,47.3405,121.358,0.249671
0018715B,90/111.75,47.3391,121.351,0.248541
0018127E,90/111.7S,47.3389,121.351,0.24859
00200448,90/111.8N,47.3391,121.351,0.248526
00200447,90/111.8S,47.3389,121.351,0.24859
0018715E,90/112.2N,47.3294,121.34,0.246485
0018715G,90/112.4N,47.3242,121.327,0.244189
0018715K,90/112.6N,47.3207,121.323,0.243481
0018715C,90/112C,47.3294,121.34,0.246485
