structure_id,bridge_no,latitude,longitude,pga
0013210A,231/13.25,47.4649,117.952,0.083039
0012593A,231/16,47.5047,117.951,0.0830781
0012301A,231/17.25,47.5278,117.919,0.0829306
0012301B,231/18.25,47.5331,117.92,0.082946
0012301C,231/19.25,47.5403,117.921,0.082968
00200360,231/5.25,47.3694,117.94,0.0828808
0007562A,231/9,47.4355,117.905,0.0826858
0018507A,231/90.25,47.7972,117.891,0.0834369
0012558D,240/10W-W,46.2605,119.264,0.114333
0012558E,240/11W-W,46.2585,119.26,0.114261
0016522A,240/12N,46.2543,119.258,0.114258
0016522B,240/12S,46.2543,119.258,0.114264
0016895B,240/13C,46.2494,119.254,0.114211
0016895A,240/15,46.2383,119.243,0.114048
0008686A,240/32E,46.2329,119.223,0.113617
0006279A,240/32W,46.2329,119.223,0.113621
00200339,240/33.25,46.2308,119.203,0.113173
00200063,240/34,46.2284,119.191,0.112943
0004218A,240/37,46.2172,119.141,0.112118
0012207D,240/8,46.2593,119.287,0.114853
0012558C,240/9W-W,46.2602,119.266,0.11438
0011901A,241/10,46.3061,119.978,0.127728
00200030,241/11.2,46.338,119.979,0.127316
00200031,241/11C,46.3381,119.979,0.127314
0010478A,241/12,46.3451,119.979,0.127226
0010478C,241/13C,46.3531,119.979,0.127129
0010478B,241/15,46.3785,119.968,0.126649
0017864A,241/17C,46.5066,119.882,0.124754
08420900,241/2,46.2276,120,0.128799
08336200,241/5,46.2308,119.999,0.128768
08146400,241/7,46.2866,119.999,0.128234
08045600,241/9,46.3021,119.994,0.128004
0008803A,243/10,46.8153,119.92,0.12986
0012758A,26/276.25,46.833,117.506,0.0814492
000000OY,260/103.25,46.7567,118.312,0.0907214
0014561A,260/14,46.6517,118.855,0.10292
0008140A,260/16,46.6439,118.555,0.0965187
0008040A,260/21,46.7185,118.38,0.0923454
000000MW,260/3,46.6636,118.942,0.105249
0009063A,260/6,46.6633,118.877,0.103435
0009063B,260/8,46.6564,118.874,0.103398
000000ON,261/120,46.542,118.161,0.0938594
000000PF,261/122,46.5641,118.186,0.0934967
0008390A,261/125,46.5898,118.219,0.0930992
0003308A,261/304,46.7589,118.304,0.0905701
0003308B,261/306,46.7748,118.287,0.0900597
0003308C,261/307,46.7821,118.287,0.0899482
0003308D,261/311,46.9098,118.333,0.089208
000000EO,261/315.25,46.9467,118.343,0.089102
000000EP,261/320,47.0458,118.352,0.0885872
000000QN,261/6C,46.5122,117.973,0.0921886
08397800,262/5,46.9333,119.472,0.120242
0015303A,262/7.25,46.9683,119.338,0.116077
08590300,263/10,46.6429,118.553,0.0964907
0014432A,270/3,46.7294,117.173,0.0800131
0014432B,270/4,46.7284,117.171,0.080008
0017120A,270/5.25A,46.7314,117.088,0.0796092
0009676A,271/10,47.2106,117.361,0.0805846
000000EQ,271/2.25,47.1519,117.261,0.0803116
000000ER,271/3.35,47.1627,117.27,0.0803569
0006426B,271/4,47.1841,117.299,0.0804332
0016006A,271/4.45,47.1847,117.307,0.0804456
0016006B,271/5.55,47.1864,117.312,0.0804589
000000CD,271/6.65,47.1895,117.335,0.0804893
0014704A,272/3C,46.9142,117.273,0.0800326
00200314,272/4.25,46.9292,117.115,0.0796073
0003743A,272/6,46.9148,117.085,0.0795319
0009181A,272/8,46.9115,117.083,0.0795206
08548500,278/2,47.4522,117.135,0.0828351
08448800,278/4,47.4442,117.125,0.0827947
08463200,278/6,47.4409,117.105,0.0828592
08464000,278/8,47.4384,117.094,0.0828905
0007386D,281/1,47.0848,119.861,0.12335
000000LZ,281/10,47.225,119.853,0.121476
0007386E,281/2,47.0912,119.858,0.123173
0006023A,282/2,47.3079,119.559,0.115127
0004574A,283/5,47.1936,119.687,0.118545
0003477A,285/10,47.4099,120.293,0.136725
0017677A,285/10P,47.4117,120.297,0.136892
08516900,285/15,47.4097,120.3,0.13706
0018310A,285/15P,47.4096,120.3,0.137044
08373000,285/20E,47.4577,120.337,0.139284
08373100,285/20W,47.4578,120.337,0.139292
0014723A,285/25,47.4652,120.337,0.139315
0018166A,285/9.75SW,47.4093,120.292,0.136669
0013496A,290/12N,47.6833,117.272,0.0846238
0007438A,290/12S,47.6831,117.272,0.0846151
0013145A,290/15N,47.6913,117.236,0.0850162
0008135A,290/15S,47.6912,117.236,0.0850163
0008774C,290/1W-W,47.6534,117.393,0.083472
0007107A,290/21,47.7013,117.148,0.0859729
0007107B,290/21A,47.7009,117.147,0.08598
0009622C,290/2N,47.6549,117.393,0.0834826
0009622A,290/2S,47.6543,117.392,0.0834873
0009622B,290/2W-W,47.6548,117.393,0.0834855
0012327A,290/3,47.6571,117.395,0.08349
000000FE,290/5,47.6619,117.395,0.0835306
0007996A,291/6,47.7829,117.531,0.0836195
0007342A,300/1,47.4319,122.876,0.503953
0006393A,300/3,47.452,122.834,0.500823
000000JQ,302/105,47.3836,122.629,0.480084
0005121A,302/3,47.4069,122.819,0.50413
0010332A,302/3SP,47.4023,122.625,0.486985
0005565A,303/12,47.5781,122.633,0.486553
0005770A,303/13,47.5856,122.63,0.484744
08175800,303/25,47.6501,122.65,0.454192
0015258A,303/27.25,47.6506,122.658,0.454142
08187900,303/30E,47.6564,122.671,0.451958
08187800,303/30W,47.6562,122.671,0.452033
08200800,303/35,47.664,122.683,0.448981
0011864A,303/40,47.6647,122.688,0.448869
0010331A,303/42,47.6613,122.693,0.450493
0017926A,303/4A,47.5693,122.623,0.488527
0013652A,304/1W-S,47.5482,122.671,0.493181
0017343A,304/9,47.5634,122.626,0.48996
0003573A,305/10,47.7115,122.564,0.422816
0017164A,307/1C,47.7526,122.644,0.419034
0018859C,307/2.25,47.7566,122.638,0.417898
0012055A,308/51,47.6992,122.628,0.431852
0004556A,395/101N-E,46.2315,119.132,0.111759
0007819A,395/102,46.2342,119.132,0.111734
0007819B,395/103,46.2415,119.129,0.111576
00200397,395/103P,46.2414,119.129,0.111574
0009306A,395/105,46.2514,119.083,0.110608
0016416A,395/107,46.265,119.087,0.110464
0005741A,395/11,46.206,119.159,0.112602
0014024A,395/115E,46.5462,119.006,0.106824
0011192A,395/115W,46.5461,119.006,0.106823
0007847A,395/120,46.6633,118.85,0.102758
0005113A,395/12E,46.2153,119.145,0.112221
0011324A,395/12W,46.2149,119.145,0.112224
0005076A,395/14E,46.2153,119.144,0.112201
0011324B,395/14W,46.2156,119.144,0.112202
0004596A,395/16,46.2169,119.138,0.112064
0005333B,395/206,46.9671,118.57,0.0935286
0014489F,395/206.25,46.9672,118.57,0.0935175
0014489H,395/206N-N,46.9633,118.572,0.0935939
0014489A,395/208E,47.0207,118.487,0.0912953
0014489B,395/208W,47.0209,118.487,0.0913048
0014489C,395/210,47.0749,118.411,0.0894639
0014601A,395/212E,47.107,118.4,0.0890861
0005789A,395/212N-W,47.1108,118.396,0.0889888
0014601B,395/212W,47.1075,118.4,0.089075
0017619A,395/38,46.2156,119.141,0.112147
0004195A,395/40,46.2216,119.137,0.11199
0018296A,395/418,47.7149,117.364,0.0841966
0018496C,395/418P,47.7163,117.363,0.0842132
0018496A,395/419E,47.7176,117.362,0.084232
0018496D,395/419P,47.7235,117.358,0.084311
0018496B,395/419W,47.7177,117.362,0.084234
0017278A,395/420E,47.729,117.355,0.084378
0017967G,395/420P,47.7291,117.356,0.0843736
0017967A,395/420W,47.729,117.355,0.0843749
0017278B,395/425E,47.735,117.359,0.0843995
0017967B,395/425W,47.7347,117.359,0.0843959
0017177A,395/430E,47.7427,117.36,0.0844506
0017967C,395/430W,47.7425,117.361,0.0844448
0017413A,395/432,47.7478,117.361,0.0844848
0017177B,395/435E,47.7525,117.36,0.084532
0018195A,395/435E-S,47.7521,117.361,0.0845208
0017967D,395/435W,47.7524,117.36,0.084527
0017177C,395/438E,47.7567,117.362,0.0845429
0017967F,395/438P,47.7563,117.359,0.0845666
0017967E,395/438W,47.7567,117.363,0.0845372
0016720A,395/440E,47.7727,117.37,0.0846131
0016720D,395/440N-E,47.7727,117.37,0.0846158
0017610F,395/440P,47.7729,117.369,0.0846252
0016720B,395/440W,47.7727,117.371,0.0846092
0017610E,395/441N-E,47.774,117.37,0.0846229
0017610A,395/442E,47.7753,117.373,0.0846152
0017610C,395/442N-N,47.7755,117.372,0.08462
0017610B,395/442W,47.7752,117.373,0.0846122
0017177E,395/446,47.776,117.374,0.0846061
0017177F,395/450,47.7784,117.39,0.084488
0012781A,395/453,47.758,117.409,0.0841874
0017777A,395/455E,47.7794,117.399,0.0844075
0017777B,395/455W,47.7792,117.4,0.0844046
0014237A,395/456,47.7836,117.405,0.084405
0015711A,395/458E,47.8044,117.406,0.0845397
0015711B,395/458W,47.8042,117.406,0.0845367
0004029A,395/460,47.9536,117.488,0.0844066
0012610A,395/5,46.1661,119.202,0.113588
0000432A,395/512,48.2209,117.715,0.0829082
0007113A,395/514,48.2604,117.715,0.0827483
0011934A,395/518,48.4596,117.881,0.08222
00200072,395/521.25,48.4905,117.903,0.0821715
0012312A,395/531,48.573,117.945,0.0820434
0002640B,395/542,48.624,118.112,0.0828112
0002613A,395/545,48.6257,118.117,0.0828472
0002688A,395/608,48.7747,118.142,0.0823297
0012729A,395/614,48.8355,118.183,0.0823178
08673300,395/614A,48.8371,118.182,0.082303
000000ES,395/616,48.8483,118.2,0.0823466
00200363,395/617.55,48.8967,118.217,0.0822392
000000ET,395/618,48.9113,118.205,0.0821198
08566400,397/10,46.1986,119.091,0.111493
08555500,397/20,46.2146,119.107,0.111512
00200408,397/3,46.1391,119.03,0.111257
00200395,397/30,46.2221,119.093,0.111174
00200407,397/4,46.1409,119.014,0.111052
0004271A,401/10,46.3667,123.811,0.434619
0007360A,401/11,46.3694,123.808,0.434075
0007360B,401/12,46.3736,123.804,0.43314
0005871A,401/5,46.3085,123.801,0.429655
0005871B,401/8,46.3423,123.814,0.434405
0007401J,405/1,47.4627,122.266,0.443542
0007249B,405/10,47.4626,122.249,0.439526
0008375C,405/103E,47.7911,122.207,0.392065
0008375D,405/103W,47.7911,122.207,0.392071
0017144A,405/104P,47.7939,122.212,0.39234
0008417B,405/105E,47.7979,122.22,0.39271
0008417A,405/105W,47.7979,122.22,0.39271
0008417C,405/108E,47.8201,122.242,0.396047
0008417D,405/108W,47.8199,122.242,0.396021
0014269C,405/10A,47.4649,122.248,0.439679
0007079A,405/10B,47.4653,122.248,0.439588
0014269B,405/10S-N,47.464,122.247,0.439238
0014269A,405/10S-S,47.4639,122.248,0.439328
0007249D,405/11,47.4637,122.246,0.438878
0011598A,405/110E,47.8252,122.254,0.397384
0011598B,405/110W,47.8251,122.254,0.397357
0011855A,405/112E,47.8313,122.262,0.398419
0011855B,405/112N-S,47.8337,122.265,0.398826
0011855C,405/112W,47.8311,122.261,0.398384
0007606A,405/12,47.4648,122.242,0.438105
0017295A,405/13,47.4672,122.234,0.436431
0013354D,405/14,47.4679,122.223,0.43383
0007376A,405/15,47.4677,122.218,0.43258
0016145A,405/15S-S,47.4684,122.216,0.432192
0007376C,405/16,47.4689,122.208,0.430231
0017624A,405/17,47.4703,122.206,0.430044
0014052E,405/17.3,47.4801,122.201,0.430295
0014052D,405/17.7,47.4801,122.201,0.430289
0017624B,405/17S-S,47.4737,122.204,0.430038
0014052A,405/18E,47.4802,122.2,0.430095
0014052C,405/18P,47.48,122.2,0.429994
0014052B,405/18W,47.48,122.201,0.430246
0014052F,405/20,47.4839,122.197,0.429796
0014052G,405/21,47.4859,122.195,0.429587
0006912B,405/22,47.4901,122.192,0.429673
0095079A,405/22A,47.4903,122.193,0.429829
0007828A,405/23E,47.5024,122.197,0.432344
0014756A,405/23E-N,47.5023,122.196,0.43227
0007828B,405/23W,47.5025,122.197,0.43242
0011976A,405/24,47.5185,122.199,0.43329
0005347B,405/25E,47.528,122.198,0.433209
0005347C,405/25W,47.5279,122.198,0.433333
0007623A,405/26,47.5322,122.198,0.433387
0007623B,405/28,47.557,122.19,0.430409
0007623C,405/30E,47.5675,122.18,0.425529
0007623D,405/30W,47.5677,122.18,0.425538
0008190F,405/35E,47.5794,122.174,0.421111
0008190G,405/35HOV,47.5799,122.174,0.42099
0008190H,405/35N-E,47.5799,122.171,0.420519
0008190I,405/35N-W,47.5799,122.174,0.420913
0008190J,405/35S-E,47.5807,122.175,0.420782
0017283A,405/35W,47.5791,122.175,0.421272
0008812A,405/40E,47.5982,122.18,0.415901
0008812B,405/41E,47.603,122.184,0.414945
0016277A,405/41N-E,47.603,122.183,0.414896
0009267A,405/41W,47.6028,122.184,0.415033
0007661A,405/42,47.61,122.189,0.413529
0016549A,405/42.5,47.6137,122.19,0.412254
0013133B,405/42.5A,47.6133,122.188,0.412265
0013293A,405/42.5B,47.6138,122.19,0.412243
0016549C,405/42.5C,47.6134,122.189,0.412293
0016549D,405/42.5D,47.6151,122.189,0.411657
0016549E,405/42.8,47.6154,122.19,0.411575
0016317A,405/43,47.6174,122.189,0.410816
0017417A,405/43.5,47.6193,122.189,0.410087
0017726B,405/43.6NE,47.6194,122.188,0.40997
0017726A,405/44,47.6214,122.189,0.409261
0017726G,405/44NBCD,47.6233,122.188,0.408447
0017726C,405/45.2NE,47.6317,122.186,0.405091
0017726D,405/45.4NE,47.6317,122.185,0.404976
0017726E,405/45.6NE,47.6317,122.181,0.404677
0017726F,405/45.8NE,47.6303,122.176,0.404816
0007596A,405/45E,47.6298,122.188,0.405998
0007596B,405/45W,47.6301,122.189,0.405913
0007596C,405/46E,47.6319,122.188,0.405143
0014039B,405/46N-E,47.6317,122.186,0.405076
0007596F,405/46N-W,47.6329,122.19,0.404924
0007596D,405/46W,47.6321,122.188,0.40512
0007596E,405/47E,47.6333,122.187,0.40459
0014039A,405/47S-E,47.634,122.188,0.404342
0007596G,405/47S-W,47.6341,122.188,0.404339
0004609A,405/47W,47.6336,122.188,0.404472
0007742A,405/48E,47.6344,122.187,0.404125
0007839A,405/48S-W,47.6356,122.187,0.403706
0004609B,405/48W,47.6351,122.187,0.40389
0010918A,405/49P,47.6611,122.187,0.396422
0006968A,405/5,47.463,122.258,0.441737
0008674A,405/50,47.6694,122.188,0.394843
0011604A,405/50P,47.6688,122.188,0.394976
0008674C,405/51P,47.6752,122.185,0.393577
0008674E,405/52E,47.6789,122.184,0.392818
0008674D,405/52NCD,47.6789,122.184,0.39281
0008674G,405/52SCD,47.6789,122.185,0.39284
0008674F,405/52W,47.6789,122.185,0.392827
0016221A,405/53P,47.6896,122.182,0.390562
0017042A,405/55E,47.7038,122.179,0.388374
0017042B,405/55W,47.7038,122.18,0.388389
0004978A,405/56E,47.7061,122.18,0.388401
0008615C,405/56W,47.7067,122.178,0.388346
0008615D,405/57,47.7105,122.183,0.388513
0013716A,405/57A,47.7094,122.18,0.388408
0016932B,405/58E,47.7148,122.184,0.38854
0016932A,405/58W,47.7148,122.184,0.38854
0008615E,405/59E,47.7183,122.187,0.388476
0008615F,405/59W,47.7182,122.188,0.388478
0008569A,405/64,47.7425,122.187,0.38776
0018204A,405/65W-N,47.7452,122.186,0.387678
0008382A,405/70E,47.7558,122.185,0.388006
0008382C,405/70N-E,47.7559,122.185,0.388019
0008382D,405/70N-W,47.756,122.185,0.388022
0008382E,405/70S-E,47.7575,122.185,0.388142
0017431A,405/70S-W,47.7556,122.194,0.388006
0008382B,405/70W,47.7556,122.186,0.387996
0008375B,405/72,47.7664,122.188,0.389003
0015054A,405/72NBCD,47.7667,122.187,0.388988
0008286A,405/73,47.7686,122.19,0.389289
0013354A,405/9,47.4629,122.25,0.439712
0002377A,409/10,46.1912,123.385,0.334888
0012242A,409/3,46.1772,123.377,0.332942
0003264A,409/5,46.1795,123.377,0.333086
0003523A,410/101,47.1738,122.023,0.350487
0007789A,410/115,47.1618,121.875,0.330291
0001599A,410/119.25,47.1639,121.741,0.311479
0001599B,410/120.25,47.1638,121.74,0.311373
0008136A,410/123,47.1602,121.664,0.300201
0001599C,410/123F,47.1604,121.663,0.300173
0001599D,410/125,47.1586,121.659,0.299489
0013052A,410/202,46.9089,121.423,0.285476
0013198A,410/206,46.9149,121.387,0.277186
0013198B,410/207,46.925,121.357,0.268936
0013347A,410/208,46.9333,121.358,0.268245
0013347B,410/212.25,46.9603,121.281,0.248305
0013504C,410/213.25,46.9625,121.275,0.24693
0013504A,410/214,46.9643,121.267,0.245194
0013504B,410/215,46.9667,121.254,0.242367
0011866A,410/220,47.0051,121.103,0.212744
000000KH,410/225,46.9826,121.094,0.211965
0001571A,410/255,46.7486,120.798,0.167394
0008746A,410/31,47.2013,122.254,0.384577
0008102A,410/32,47.1983,122.249,0.383536
0008402A,410/39N,47.1982,122.208,0.377597
0012428A,410/39S,47.1981,122.208,0.37757
0012482A,410/42N,47.1715,122.179,0.37136
0014032A,410/42S,47.1716,122.18,0.371432
0003592A,410/48,47.1712,122.025,0.350571
08626200,410/66,46.9992,121.529,0.290829
08127600,411/10,46.2819,122.906,0.299545
0011968A,411/8,46.2656,122.926,0.298703
08106200,411/9,46.275,122.915,0.299192
0009100A,432/10N,46.1071,122.894,0.279847
0006321A,432/10S,46.1069,122.894,0.279828
0005968A,432/12,46.1069,122.88,0.27887
0017835B,432/12E-S,46.1065,122.883,0.279025
00200111,432/2C,46.147,123.003,0.291222
0009874A,432/8N,46.1226,122.926,0.283782
0006697A,432/8S,46.123,122.927,0.283904
0003760A,433/1,46.0991,122.967,0.284555
0013045A,5/320S-W,47.0218,122.907,0.435483
0018189B,5/434SCD,47.2311,122.46,0.414963
0017936C,5/502.55SW,47.283,122.31,0.401581
0017945B,5/610.4DV,47.825,122.273,0.397158
0017945C,5/610.5DV,47.8266,122.27,0.397482
0012413A,500/1,45.6475,122.662,0.260582
0005384A,500/10,45.6717,122.488,0.244817
000000II,500/16,45.6044,122.407,0.242009
000000FV,500/18,45.5898,122.403,0.243229
0008432A,500/22,45.5846,122.402,0.243608
0004241A,500/24,45.5833,122.395,0.242475
0004241B,500/24UV,45.5841,122.398,0.242854
0012410B,500/2N,45.6495,122.659,0.260158
0012410A,500/2S,45.6495,122.659,0.26012
0018079A,500/3.5,45.6466,122.642,0.25925
000000QQ,500/3N,45.6506,122.655,0.259747
0012410C,500/3S,45.6504,122.656,0.259822
0012164A,500/4,45.6464,122.639,0.259088
0012168A,500/4.2P,45.6471,122.628,0.25825
0014285A,500/4.5,45.6485,122.602,0.256278
0016027A,500/4.7,45.654,122.588,0.254551
0018079C,500/4N-E,45.6461,122.64,0.259151
0018079B,500/4W-N,45.6465,122.639,0.259069
0009448A,500/5,45.6556,122.577,0.253485
0009214B,500/6,45.6566,122.571,0.252866
0016625A,500/7,45.6615,122.559,0.251356
0016625B,500/7E-NS,45.6578,122.568,0.252426
08702800,500/8,45.6821,122.539,0.247665
00TA2311,500/8.5P,45.6828,122.527,0.246656
0006963A,500/9,45.672,122.494,0.245458
000000OH,501/20,45.8154,122.731,0.258061
0017796A,501/24,45.8165,122.686,0.25402
00200364,501/8,45.6328,122.685,0.263741
0017259A,502/1,45.7806,122.672,0.253274
0017259B,502/1.25,45.7754,122.668,0.253072
0018573A,502/4,45.7802,122.608,0.247782
0018573B,502/5,45.7802,122.598,0.246953
0018753D,502/8,45.7802,122.58,0.245543
0004146A,503/103,45.9898,122.361,0.239301
0014654A,503/109,45.9947,122.459,0.245392
0008094A,503/11,45.8096,122.547,0.242672
00200065,503/111.25,45.9964,122.513,0.248557
0002912A,503/112,45.9958,122.516,0.248712
0013373A,503/116,45.9352,122.707,0.257281
00200023,503/13.25,45.8867,122.515,0.241946
08219200,503/150SP,46.0073,122.346,0.240181
00000BDJ,503/155.25,46.0433,122.31,0.242817
0006052A,503/16,45.9101,122.447,0.238408
08590700,503/160SP,46.0568,122.294,0.243648
00200011,503/165.25,46.0611,122.263,0.2423
000000MM,503/17,45.9112,122.447,0.238452
000000MN,503/19,45.9171,122.435,0.238155
000000MQ,503/22,45.9244,122.383,0.235258
000000MR,503/23.25,45.9254,122.38,0.235139
00200108,503/24.25,45.936,122.38,0.235975
000000IU,503/26,45.9603,122.372,0.237504
0014483A,503/6,45.74,122.552,0.244534
0009580D,504/1,46.2842,122.903,0.299631
0012129A,504/10,46.3296,122.726,0.299904
0014201C,504/105,46.2902,122.218,0.279074
0015019A,504/105.25,46.2894,122.214,0.278736
0015019B,504/105.55,46.2882,122.21,0.278309
0015019C,504/105.65,46.2873,122.208,0.278013
0015019D,504/105.75,46.2862,122.204,0.277598
0014201D,504/107,46.2817,122.195,0.276189
0007631A,504/15,46.3671,122.629,0.303704
0013399A,504/15.5,46.37,122.573,0.303155
0013374A,504/18,46.3531,122.522,0.299635
0013672A,504/23,46.3309,122.476,0.295128
0013672B,504/25,46.3342,122.46,0.295304
0013620A,504/27,46.3292,122.437,0.293949
0013533A,504/30,46.3081,122.351,0.288012
0013731A,504/32,46.3079,122.327,0.287221
0013731B,504/34,46.3065,122.317,0.28663
0013731C,504/36,46.3106,122.286,0.286158
0013986A,504/38,46.3011,122.268,0.283638
0014201A,504/42,46.2894,122.272,0.281689
0014201B,504/46,46.2847,122.262,0.280316
00200454,504/5.25,46.2957,122.818,0.297528
00200080,504/9C,46.3287,122.727,0.299801
0003852A,505/102,46.3958,122.698,0.309321
000000NU,505/104,46.43,122.709,0.315403
0014229A,505/110,46.4381,122.842,0.320732
08047600,505/115,46.4688,122.858,0.326613
07972500,505/120,46.4728,122.873,0.327865
0004485A,505/125,46.4757,122.884,0.328766
00200096,505/130.25,46.48,122.902,0.330207
00200089,505/131.25,46.4914,122.93,0.333555
0015872A,506/100.25,46.4014,123.029,0.323372
0007158A,506/102,46.4096,122.987,0.322261
0011913A,506/104,46.4019,122.965,0.319739
0003928A,506/106,46.4117,122.926,0.319513
0005679A,506/108,46.4396,122.889,0.322718
0006575A,506/2,46.3856,123.043,0.322045
0018473B,507/1,46.707,122.974,0.380208
0010884A,507/10,46.7534,122.941,0.388925
0009006A,507/102,46.772,122.924,0.391873
0002124B,507/109.25,46.8575,122.826,0.402089
0012789A,507/110.25,46.8581,122.813,0.401268
0002796A,507/114,46.8727,122.731,0.39769
0009042A,507/116,46.8753,122.714,0.396824
0013004A,507/124,46.9331,122.586,0.394862
0012179A,507/126,46.9328,122.573,0.393533
000000RG,507/126.5C,46.932,122.563,0.39258
0013055A,507/128,46.9333,122.561,0.392505
0018867A,507/204,47.0056,122.532,0.399087
0003884A,507/207,47.0275,122.501,0.398432
0003884B,507/208,47.0325,122.494,0.3983
00200377,507/5E,46.7217,122.952,0.382265
000000CP,507/5W,46.7217,122.952,0.382265
000000HV,507/8,46.7304,122.954,0.384434
0013015A,508/1,46.5837,122.889,0.349208
000000IJ,508/12,46.6116,122.629,0.344469
00200091,508/12.25,46.612,122.623,0.344339
000000CN,508/14,46.6105,122.582,0.342687
000000CO,508/16,46.605,122.53,0.34013
0003054A,508/18,46.6047,122.51,0.339468
0012148A,508/20,46.6064,122.474,0.338572
000000CQ,508/23,46.6043,122.451,0.337539
000000JV,508/25,46.5927,122.426,0.335059
000000CR,508/26.25,46.5879,122.426,0.334327
0013339A,508/28,46.5806,122.417,0.332965
0014208A,508/30,46.5847,122.349,0.331368
0003305A,508/32,46.5606,122.285,0.325787
0013425A,508/4,46.5777,122.832,0.345622
00200090,508/5.25,46.575,122.817,0.344483
0003344A,508/6,46.5716,122.718,0.34034
000000HX,509/101,47.3181,122.415,0.424575
000000HY,509/103,47.3267,122.377,0.420019
0006621A,509/105,47.3309,122.335,0.413749
00200388,509/108,47.4081,122.326,0.43627
0014409B,509/11,47.2444,122.418,0.411222
0011405A,509/110,47.4388,122.322,0.449376
0011070A,509/110.5,47.4452,122.321,0.452134
0011070B,509/111,47.4522,122.325,0.455658
0011070C,509/112,47.4538,122.326,0.45612
0008745A,509/113,47.4597,122.33,0.458108
0008745B,509/114,47.4633,122.332,0.459247
0008745C,509/115,47.4669,122.332,0.459912
0008745D,509/116,47.4723,122.332,0.46074
0008592A,509/117,47.4812,122.328,0.461293
0008276A,509/119P,47.485,122.323,0.460894
0014520B,509/11N-N,47.2443,122.418,0.411194
0014520A,509/11S-S,47.2453,122.413,0.410615
0008276C,509/120,47.4884,122.326,0.462124
0008276D,509/123,47.5024,122.325,0.463676
0008276G,509/126,47.5265,122.334,0.464773
0008276F,509/126E-N,47.525,122.334,0.464763
0008276H,509/126S-S,47.5267,122.335,0.464905
0014409A,509/13,47.2472,122.401,0.409314
0015833A,509/15,47.2475,122.386,0.4073
0014414A,509/17,47.2474,122.373,0.405531
0005358A,509/30,47.308,122.432,0.424885
0014747A,509/4,47.2432,122.435,0.413203
0014747B,509/4N-N,47.2431,122.434,0.413064
0014507A,509/7,47.2433,122.434,0.41306
0015774A,510/1,47.0638,122.765,0.428252
0008628B,510/10,47.0217,122.727,0.419117
0008628A,510/9,47.0233,122.728,0.419482
0005655A,512/1,47.1633,122.48,0.409726
0007769B,512/10N,47.1591,122.416,0.402004
0007769A,512/10S,47.1589,122.416,0.401987
0007769C,512/11,47.1587,122.407,0.40097
0007769E,512/13,47.1587,122.403,0.400472
0008437B,512/15N,47.1583,122.389,0.398794
0008437A,512/15S,47.1581,122.389,0.398771
0008437C,512/17,47.1581,122.378,0.39739
0008437D,512/19,47.1578,122.357,0.394674
0008673B,512/21N,47.1581,122.336,0.391933
0008673A,512/21S,47.1575,122.336,0.391868
0008673D,512/23N,47.1584,122.328,0.390888
0008673C,512/23S,47.1581,122.328,0.390853
0008673E,512/25,47.1587,122.304,0.387627
0014544A,512/25E-N,47.158,122.308,0.388089
0009010B,512/29N,47.1771,122.297,0.388423
0009619A,512/29S,47.1776,122.296,0.388383
0009010C,512/31N,47.1798,122.294,0.388253
0009619B,512/31S,47.1799,122.294,0.388256
0009010D,512/33,47.1862,122.282,0.387201
0009004A,512/35N,47.1899,122.283,0.387631
0009685A,512/35S,47.1899,122.283,0.387574
0009075E,512/38,47.1966,122.282,0.388085
0005985A,512/3E,47.1602,122.468,0.408012
000000PB,512/3W,47.1601,122.468,0.407991
0009831A,512/40N,47.2021,122.279,0.388202
0013183A,512/40S,47.2021,122.279,0.388164
0007024B,512/5,47.1582,122.455,0.406418
0007024C,512/6,47.1583,122.439,0.404522
000000NV,513/10,47.644,122.304,0.411256
000000HH,513/12,47.6469,122.305,0.409828
0012177A,515/10P,47.4591,122.207,0.428458
0014077A,515/4,47.4022,122.198,0.407528
0014178A,516/14,47.358,122.148,0.386802
0014178B,516/16,47.358,122.129,0.383384
0012191A,516/7,47.3753,122.266,0.412814
0012383A,516/8,47.3769,122.258,0.411797
0012585A,516/8P,47.3775,122.256,0.411722
0008644B,518/10,47.47,122.32,0.457418
0008644C,518/12,47.4657,122.302,0.45255
0008745F,518/13,47.4651,122.3,0.451985
0008902B,518/14,47.4636,122.294,0.450166
0008902A,518/14N-W,47.4626,122.294,0.450125
0007046B,518/18N,47.4641,122.281,0.447367
0007956A,518/18S,47.4639,122.281,0.447337
0007401K,518/22,47.4631,122.27,0.4446
0007442D,518/25E-N,47.4649,122.266,0.443881
0008745E,518/8,47.4703,122.332,0.460487
0008644A,518/9,47.4699,122.324,0.458418
0015983A,519/12,47.5902,122.329,0.441647
0015983D,519/12E-N,47.5905,122.329,0.441445
0015983C,519/12E-S,47.5899,122.329,0.441801
0015983E,519/12N-E,47.5894,122.329,0.44205
0015983B,519/12S-E,47.5903,122.329,0.441564
0006861B,520/1,47.6421,122.32,0.414031
0017963M,520/10P,47.6357,122.23,0.407395
0017963T,520/11.35,47.6365,122.227,0.406815
0017963A,520/11LID,47.6356,122.228,0.407266
0017963N,520/12.25,47.6407,122.218,0.404396
0017963H,520/12LID,47.6406,122.218,0.404432
0017963P,520/12P,47.6404,122.216,0.404395
0017963G,520/13.25,47.6433,122.205,0.402361
0017963R,520/13.75,47.6431,122.202,0.40199
0017963U,520/13.85,47.6439,122.203,0.401828
